rent_address,min_distance,min_duration
4-lucerne-avenue-mornington-vic-3931-16060040,73889.18,3821.38
5-265-clayton-road-clayton-vic-3168-16059981,25634.41,1811.11
505-25-nott-street-port-melbourne-vic-3207-16059890,1137.18,190.4
12-45-marine-parade-st-kilda-vic-3182-16059741,5693.65,567.12
3-23-cavendish-drive-heatherton-vic-3202-16087838,23728.9,2070.61
3-23-cavendish-drive-heatherton-vic-3202-16087838,23728.9,2070.61
1002-1-acacia-place-abbotsford-vic-3067-16087823,11086.3,1023.38
203-33-cliveden-close-east-melbourne-vic-3002-16087803,5283.62,635.51
16-1-3-carre-street-elsternwick-vic-3185-16087759,8462.88,841.57
301-99-palmerston-crescent-south-melbourne-vic-3205-16087718,2686.81,332.18
103-35-43-high-street-glen-iris-vic-3146-16087710,14940.88,1228.97
1a-chivers-road-templestowe-vic-3106-16087683,24663.65,2043.15
60-neptune-street-richmond-vic-3121-16087614,9689.72,891.45
9-322-albert-street-east-melbourne-vic-3002-16087584,6251.77,756.54
703-6-acacia-place-abbotsford-vic-3067-16087573,11104.91,1027.84
4-102-moreland-road-brunswick-vic-3056-16087543,11862.03,1226.28
7-2-kipling-st-st-kilda-vic-3182-16087516,5900.86,592.12
4-12-vale-street-st-kilda-vic-3182-16087511,5203.63,510.08
711-422-collins-street-melbourne-vic-3000-16087505,4258.43,477.71
1-71-mathoura-road-toorak-vic-3142-16087504,6929.41,816.68
1b-milroy-street-brighton-east-vic-3187-16087492,11992.79,1028.4
6-8-10-lincoln-road-essendon-vic-3040-16087456,13749.5,1335.13
1-97-charles-street-prahran-vic-3181-16087452,5966.01,715.76
10-98-barkly-street-st-kilda-vic-3182-16087425,4941.84,473.83
2-70-williams-road-prahran-vic-3181-16087414,7633.69,773.62
10-brooke-street-eaglemont-vic-3084-16087413,17542.62,1530.58
46-earl-street-windsor-vic-3181-16087402,6691.0,717.73
g02-135-roden-street-west-melbourne-vic-3003-15657129,4800.22,558.89
3-31-chapel-street-st-kilda-east-vic-3183-16087349,5904.11,592.65
19-22-somerville-road-hampton-park-vic-3976-16087306,42983.95,2383.52
121-5-beavers-road-northcote-vic-3070-16087294,11837.03,1229.74
1-831-toorak-road-hawthorn-east-vic-3123-16087198,12712.3,1079.17
10a-cummins-rd-brighton-east-vic-3187-16087161,15923.05,1415.19
68-merton-street-albert-park-vic-3206-16087154,1101.86,134.59
2-10-allambee-avenue-camberwell-vic-3124-16087120,14437.22,1374.85
35-108-124-union-street-brunswick-vic-3056-16087109,9758.45,1029.82
103-88-tram-road-doncaster-vic-3108-14872098,22381.67,1662.57
106-1059-1061-dandenong-road-malvern-east-vic-3145-16087078,12554.29,1115.02
12-cameron-street-richmond-vic-3121-14219096,7115.59,862.66
3-53-wanda-rd-caulfield-north-vic-3161-16087035,8430.68,808.9
10-193-fitzroy-street-st-kilda-vic-3182-16087017,4968.54,491.37
434-elgar-road-box-hill-vic-3128-16087001,19660.66,1768.96
5-1a-lansdowne-street-st-kilda-east-vic-3183-16086953,7451.91,735.02
107-182-barkly-street-st-kilda-vic-3182-16086941,5405.74,523.25
4-11-louise-avenue-mont-albert-vic-3127-16086905,18114.51,1648.12
1-13-ulupna-road-ormond-vic-3204-16086855,14175.12,1213.89
6-46a-corhampton-road-balwyn-north-vic-3104-16086851,17098.16,1473.09
305-439-bay-street-brighton-vic-3186-16086850,10935.72,1118.06
203-7-9-cowra-street-brighton-vic-3186-16086801,11089.04,1149.13
1112-8-mccrae-street-docklands-vic-3008-16086787,2850.68,411.55
12-7-alfred-square-st-kilda-vic-3182-16086740,4644.4,493.14
19-154-164-rathmines-road-hawthorn-east-vic-3123-16086655,13326.78,1204.78
2-cassia-court-keysborough-vic-3173-16086595,39862.36,2307.02
5-64-moonya-road-carnegie-vic-3163-16086569,14553.59,1274.79
93-rowe-street-fitzroy-north-vic-3068-15629627,9841.98,1051.33
19-386-toorak-road-south-yarra-vic-3141-15398642,6118.72,729.51
20a-belvoir-street-doncaster-vic-3108-16086525,26273.91,1893.26
2-12-willow-glen-ct-dingley-village-vic-3172-16086455,30262.78,2559.24
27-duke-street-prahran-vic-3181-16086431,6349.11,689.69
56a-osborne-street-south-yarra-vic-3141-15943442,5573.16,701.87
3-36-egan-street-richmond-vic-3121-16086330,7060.66,846.13
4-32-adrian-street-chadstone-vic-3148-16002735,20944.64,1568.19
61a-fifth-avenue-altona-north-vic-3025-16086328,13172.0,1075.98
11-245-williams-rd-south-yarra-vic-3141-16086320,6476.64,760.03
8-davison-place-south-yarra-vic-3141-16086287,5781.46,704.4
16-dundas-place-albert-park-vic-3206-16086265,1426.71,185.14
52a-alexandra-street-st-kilda-east-vic-3183-16086233,6948.52,659.39
104-184-186-bay-street-brighton-vic-3186-16086213,10202.14,1037.57
35-walpole-avenue-belmont-vic-3216-16086198,85699.2,3964.52
5-citron-avenue-balwyn-north-vic-3104-16086189,20447.37,1576.7
g11-2-hobson-street-south-yarra-vic-3141-16086164,7636.28,759.25
21-330-sydenham-road-sydenham-vic-3037-16086162,31626.9,2155.6
202-2a-royal-parade-caulfield-south-vic-3162-16086143,10394.11,898.68
6-11-davis-street-kew-vic-3101-16020234,13456.88,1242.37
98-edgevale-road-kew-vic-3101-16086114,13129.97,1278.75
11-25-27-dunoon-street-murrumbeena-vic-3163-16086107,14565.01,1259.7
9-garland-terrace-point-cook-vic-3030-15364222,27533.88,1716.21
205-10-claremont-street-south-yarra-vic-3141-15150687,5806.09,750.54
39a-beech-st-caulfield-south-vic-3162-16085959,11596.82,1022.13
713-251-johnston-street-abbotsford-vic-3067-16085958,8491.91,974.02
3b-wedd-street-cheltenham-vic-3192-16085952,24533.28,2120.73
2-46-orrong-cres-caulfield-north-vic-3161-16085943,8050.36,764.96
707-435-nepean-highway-frankston-vic-3199-16085906,55865.46,2971.32
