rent_address,min_distance,min_duration
3-56-larnook-street-prahran-vic-3181-16064188,8103.15,790.2
33-barkly-ave-armadale-vic-3143-16064100,9852.82,995.87
2-248-francis-street-yarraville-vic-3013-16063967,9277.53,817.95
62-sims-street-sandringham-vic-3191-16063950,16264.54,1578.53
33-landcox-street-brighton-east-vic-3187-15885544,12375.7,1094.8
24-orrong-crescent-caulfield-north-vic-3161-16063914,8185.48,792.66
1-51-browns-rd-bentleigh-east-vic-3165-16063888,17447.63,1441.41
2-47-briggs-street-mount-waverley-vic-3149-16063868,24391.03,1668.06
1-453-kooyong-rd-elsternwick-vic-3185-16063736,11084.08,948.37
904-50-claremont-street-south-yarra-vic-3141-16063745,5601.63,713.74
15-21-irving-avenue-prahran-vic-3181-15635697,7900.16,801.27
113-350-st-kilda-road-melbourne-vic-3004-16063679,3216.77,435.46
4-29-marine-parade-st-kilda-vic-3182-16063644,5244.24,526.22
2-4-ralston-street-south-yarra-vic-3141-16063618,4881.86,598.71
511-8-garden-street-south-yarra-vic-3141-16063607,5854.34,701.27
6-28-ardyne-street-murrumbeena-vic-3163-16063604,14663.55,1274.28
11-plym-street-bentleigh-vic-3204-16063582,18142.24,1566.35
4-67-walsh-street-south-yarra-vic-3141-16063567,4633.6,579.2
2-16-liddiard-street-hawthorn-vic-3122-16063478,11901.84,1119.57
10-18-gerald-street-murrumbeena-vic-3163-16063451,14846.65,1311.45
10-k7-high-street-windsor-vic-3181-16063444,5647.88,613.02
29-70-church-street-hawthorn-vic-3122-16063437,11224.64,1028.4
503-9-dryburgh-street-west-melbourne-vic-3003-16063432,5490.36,659.78
3-79-barkly-street-st-kilda-vic-3182-16063362,5069.77,485.65
105-801-centre-road-bentleigh-east-vic-3165-16063308,17675.31,1458.31
9-106-addison-street-elwood-vic-3184-16063225,6909.18,674.57
4-2-selwyn-avenue-elwood-vic-3184-16063201,7137.26,724.51
3-4-orrong-road-elsternwick-vic-3185-16063179,8945.7,886.41
4-867-883-drummond-street-carlton-north-vic-3054-16063178,8452.79,941.72
614-5-olive-york-way-brunswick-west-vic-3055-15426148,13560.28,1225.68
53-duke-street-windsor-vic-3181-16063116,6419.93,706.69
94-coppin-street-richmond-vic-3121-16062861,10013.92,881.33
27-16-20-milton-street-elwood-vic-3184-15503430,6603.21,667.72
508-7-balcombe-rd-mentone-vic-3194-16062820,23459.63,2132.52
1-42-grandview-grove-prahran-vic-3181-16062555,8358.54,926.08
4-nareeb-court-toorak-vic-3142-16044504,8403.46,949.75
1411-120-a-beckett-st-melbourne-vic-3000-16062428,5065.77,572.08
748-warrigal-road-malvern-east-vic-3145-14989490,18894.49,1349.36
107-358-moreland-road-brunswick-west-vic-3055-16062260,13350.89,1165.83
2-74-hawthorn-rd-caulfield-north-vic-3161-16062077,8896.64,820.6
34-97-brickworks-drive-brunswick-vic-3056-16062022,11454.14,1107.74
808-2-claremont-street-south-yarra-vic-3141-16061993,5275.77,661.23
403-118-cairnlea-drive-cairnlea-vic-3023-16061980,24509.02,1563.5
105-39-appleton-street-richmond-vic-3121-16061881,10581.46,968.86
5-419-waverley-road-malvern-east-vic-3145-16061833,13074.14,1202.75
909-528-swanston-street-carlton-vic-3053-16061810,5914.38,666.88
31a-tweed-st-highett-vic-3190-16061681,17134.53,1589.82
g04-12-major-street-highett-vic-3190-15263650,18476.05,1681.49
2-474-glenferrie-road-hawthorn-vic-3122-16061541,11269.32,1051.99
92-wilson-street-wodonga-vic-3690-16061441,318028.59,13067.29
206-96-ormond-road-elwood-vic-3184-16061435,7306.85,748.57
5-310-beach-road-black-rock-vic-3193-16061407,18484.53,1755.39
101-17-murrumbeena-road-murrumbeena-vic-3163-16061406,13683.43,1212.3
417-11-urquhart-street-coburg-vic-3058-16061379,13057.48,1469.08
38-400-victoria-parade-east-melbourne-vic-3002-12863768,6622.4,749.52
1-watson-street-armadale-vic-3143-16061315,8874.54,889.95
37-taylor-street-fitzroy-north-vic-3068-16061269,9875.87,1090.5
3764-point-nepean-road-portsea-vic-3944-16061261,118103.91,5816.85
p08p-191-powlett-street-east-melbourne-vic-3002-16061199,6810.49,776.13
10-gellibrand-street-williamstown-vic-3016-16061167,13759.44,1266.94
1-27-venus-st-caulfield-south-vic-3162-16061113,11107.53,957.22
402-1399-dandenong-road-malvern-east-vic-3145-16060867,15510.56,1429.74
107-795-toorak-road-hawthorn-east-vic-3123-16060859,12213.49,1036.19
4-13-lillimur-road-ormond-vic-3204-16060820,14048.13,1186.76
6-headland-drive-leopold-vic-3224-16060771,90123.16,4710.82
5-12-wyuna-rd-caulfield-north-vic-3161-16060765,10021.56,886.4
2-11-therese-avenue-mount-waverley-vic-3149-16060186,24058.84,1687.89
