rent_address,min_distance,min_duration
1-16-vernon-street-south-kingsville-vic-3015-16075648,10370.97,1026.7
5-111-bellarine-hwy-newcomb-vic-3219-16075640,83699.82,4266.26
3-17-pakington-street-kew-vic-3101-16075619,13081.07,1255.65
3-866-toorak-road-hawthorn-east-vic-3123-16075614,12794.11,1085.86
19-16-18-poplar-street-box-hill-vic-3128-16059601,23533.97,1792.01
6-18-joyce-street-elwood-vic-3184-16075499,7859.73,830.61
3-27-coorigil-rd-carnegie-vic-3163-16075493,14066.25,1221.81
8-5-glenroy-road-hawthorn-vic-3122-16075466,10639.14,1017.95
86-hutton-street-thornbury-vic-3071-16075459,12836.22,1272.26
309-17-lynch-street-hawthorn-vic-3122-16075457,11092.29,1054.18
3-97-spray-street-elwood-vic-3184-16075450,7073.13,730.66
24-3-herbert-street-st-kilda-vic-3182-16075447,6174.32,660.37
312-196-st-kilda-road-st-kilda-vic-3182-16075446,5611.49,578.18
4-60-eskdale-road-caulfield-north-vic-3161-16075441,10049.0,880.23
3-459-glenferrie-road-kooyong-vic-3144-16075413,8962.86,997.24
8-13-lewisham-road-windsor-vic-3181-16075380,7348.68,748.32
3-17-firth-street-doncaster-vic-3108-15138255,21350.37,1648.44
35-wareham-street-springvale-vic-3171-16075284,29511.74,2132.94
13-160-coppin-street-richmond-vic-3121-16075196,9743.64,859.91
11-maskell-court-fyansford-vic-3218-16075159,78079.29,3665.11
9-1264-glen-huntly-road-carnegie-vic-3163-16075104,12982.53,1109.62
6-36-edward-street-sandringham-vic-3191-16075086,17348.69,1698.81
4-597-orrong-road-armadale-vic-3143-16075042,8648.44,841.41
83-waitara-grove-norlane-vic-3214-16074961,67274.27,3289.69
108-56-myrtle-street-ivanhoe-vic-3079-16074928,18863.55,1767.48
36-mcdougall-street-geelong-west-vic-3218-16074920,75248.61,3570.17
405-15-queens-road-melbourne-vic-3004-16074877,3610.31,490.55
1807-2-claremont-street-south-yarra-vic-3141-16074836,5275.77,661.23
204-2-4-kent-road-box-hill-vic-3128-16074780,19867.02,1798.1
101-25-33-wills-street-melbourne-vic-3000-14868152,4962.57,578.1
2905b-11-rose-lane-melbourne-vic-3000-16074279,3893.75,438.87
g03-1457-high-street-glen-iris-vic-3146-16074275,11820.55,1095.43
5-16-princes-street-abbotsford-vic-3067-11131595,8104.94,946.06
11-corsair-street-richmond-vic-3121-16074197,9681.82,889.55
6-stayner-street-chelsea-vic-3196-16074195,49755.33,2921.63
