rent_address,min_distance,min_duration
3-22-roseberry-grove-glen-huntly-vic-3163-16078525,11849.75,1021.08
5-9-marlton-crescent-st-kilda-vic-3182-16078497,5608.74,582.62
5-8-10-turakina-avenue-edithvale-vic-3196-16078476,31065.55,2847.9
57-bent-street-northcote-vic-3070-16078474,11442.14,1152.61
3-24-elster-avenue-elsternwick-vic-3185-16078453,9873.43,1015.31
2-44-rosstown-road-carnegie-vic-3163-16078450,13049.49,1163.15
39-comer-street-brighton-east-vic-3187-16078421,13632.43,1379.53
18-mclean-street-thornhill-park-vic-3335-15604969,45336.44,2274.51
40-atkinson-street-chadstone-vic-3148-16078388,19971.97,1476.62
15-21-tintern-avenue-toorak-vic-3142-16078352,6532.83,801.97
5-19-kireep-road-balwyn-vic-3103-16078337,17690.43,1628.95
2-3-jessie-street-northcote-vic-3070-16078331,11654.95,1225.18
1-128-male-street-brighton-vic-3186-16078323,10993.01,1142.36
105-field-street-clifton-hill-vic-3068-16078319,10538.19,1204.67
5-55-may-street-fitzroy-north-vic-3068-16078317,10209.67,1062.75
902-133-russell-st-melbourne-vic-3004-16078264,5029.16,584.53
2-11-firth-street-doncaster-vic-3108-16078255,21462.65,1675.39
2c-21-the-esplanade-st-kilda-vic-3182-16078204,4700.34,486.56
1505-250-elizabeth-street-melbourne-vic-3000-16078181,4764.33,524.1
122-hope-street-south-yarra-vic-3141-16078147,4256.54,563.87
309-77-queens-road-melbourne-vic-3004-15339268,5522.48,603.74
25-francis-street-coburg-vic-3058-16078116,15401.26,1371.28
310-350-victoria-street-north-melbourne-vic-3051-16078102,5383.26,623.12
30-233-235-canterbury-road-st-kilda-west-vic-3182-16078085,4153.27,383.23
11-taro-walk-rockbank-vic-3335-14953968,36220.5,1970.01
2-15-karen-street-highett-vic-3190-16078074,22362.56,1885.76
112-1-danks-street-port-melbourne-vic-3207-16078056,690.11,94.53
unit-13p-189-powlett-st-east-melbourne-vic-3002-16078040,6846.18,784.7
12-7-raglan-street-st-kilda-east-vic-3183-15298094,6127.18,612.8
16-30-swindon-road-oakleigh-vic-3166-16078014,16367.1,1417.79
1306-285-city-road-southbank-vic-3006-16077906,2162.03,274.79
1-262-beaconsfield-parade-middle-park-vic-3206-16077829,2861.93,275.87
15-harrison-drive-noble-park-vic-3174-16077811,36555.66,2183.69
31-bryson-street-canterbury-vic-3126-16077796,15309.36,1423.64
250a-stewart-street-brunswick-east-vic-3057-16053880,11294.96,1176.73
208-5-union-street-brunswick-vic-3056-16077779,9210.13,985.96
19-somerset-drive-keysborough-vic-3173-16077778,38443.09,2186.85
6-23-lansdowne-rd-st-kilda-east-vic-3183-16077748,7101.15,699.93
4-woodward-street-springvale-vic-3171-16077724,38142.76,2346.62
3402-61-haig-street-southbank-vic-3006-15171750,2079.69,282.98
26-agnew-st-brighton-east-vic-3187-16077710,11869.56,1226.72
2-227-chapel-street-prahran-vic-3181-16077707,6533.97,678.75
1-thurso-st-malvern-east-vic-3145-16077651,16686.72,1570.56
5-20-anzac-street-carnegie-vic-3163-16077592,13292.88,1190.7
12-1-rex-avenue-alphington-vic-3078-16077577,13491.34,1364.92
6-146-riversdale-road-hawthorn-vic-3122-16077570,11100.41,1033.35
805-288-albert-street-brunswick-vic-3056-16077559,9835.02,1064.96
402-49-beach-street-port-melbourne-vic-3207-16077546,1197.07,207.74
5-whitehorse-road-deepdene-vic-3103-16077539,15148.58,1386.75
222-138-glen-eira-road-elsternwick-vic-3185-16077536,7727.24,734.14
716-15-clifton-street-prahran-vic-3181-16077503,6793.6,734.94
7-38a-kensington-road-south-yarra-vic-3141-16077489,6297.49,807.09
7-717-toorak-road-kooyong-vic-3144-16077474,12036.74,975.79
101-567-glenferrie-road-hawthorn-vic-3122-16077459,10867.82,1016.37
3-16-oakleigh-road-carnegie-vic-3163-16077422,13830.02,1173.66
3-74-cutter-street-richmond-vic-3121-16077345,9503.46,867.13
353-neerim-rd-carnegie-vic-3163-16077333,13513.63,1177.11
17-charles-street-st-kilda-vic-3182-14025729,5562.6,568.66
6-emerald-street-south-melbourne-vic-3205-16077214,1444.37,198.84
401-269-stewart-street-brunswick-east-vic-3057-16077186,11390.58,1196.41
2003-7-yarra-street-south-yarra-vic-3141-16077173,5263.98,652.96
2-52-alma-road-st-kilda-vic-3182-16077137,5343.93,550.26
4-48-william-street-glenroy-vic-3046-16077047,18259.39,1624.47
6-batt-avenue-wodonga-vic-3690-16077045,318963.75,12954.42
2-45-cornell-street-camberwell-vic-3124-16077007,16450.9,1495.18
64-little-charles-street-abbotsford-vic-3067-16077006,8259.19,959.85
19-balmoral-place-south-yarra-vic-3141-16077000,6070.11,729.23
1811-8-marmion-pl-docklands-vic-3008-16076987,4505.86,648.49
8-66-bent-street-mckinnon-vic-3204-16076976,15084.64,1281.01
89-elizabeth-street-richmond-vic-3121-16076960,7468.8,876.99
4-209-domain-road-south-yarra-vic-3141-16076900,4697.05,577.34
2205-22-24-jane-bell-lane-melbourne-vic-3000-16076879,5453.21,614.2
7-213-219-brunswick-road-brunswick-vic-3056-16076842,9018.09,961.83
2-12-oxford-street-box-hill-vic-3128-16076810,19974.03,1786.7
9-15-rankins-lane-melbourne-vic-3000-16076773,4680.98,535.82
562-waterdale-rd-heidelberg-heights-vic-3081-16076688,19165.35,1824.93
9-harold-street-thornbury-vic-3071-16076652,13087.74,1286.97
14a-geel-street-bentleigh-vic-3204-16076602,17129.2,1431.87
2-24-power-street-dandenong-vic-3175-15185470,37261.36,2265.67
14-harcourt-ave-caulfield-vic-3162-16076560,9753.94,863.72
1209-8-pearl-river-rd-docklands-vic-3008-16076547,4718.55,671.07
2-230-ferrars-street-south-melbourne-vic-3205-16076498,1512.1,194.83
3510-442-elizabeth-st-melbourne-vic-3000-16076491,5317.22,586.47
7-woolert-street-ashwood-vic-3147-16076375,16639.92,1545.65
2-24-tennyson-street-elwood-vic-3184-16076374,6437.91,683.11
8-grey-street-coburg-vic-3058-16076345,4346.65,410.84
604-8-burnley-street-richmond-vic-3121-16076303,10841.82,999.48
201-65-dudley-street-west-melbourne-vic-3003-16076288,4478.06,507.12
104-150-clarendon-street-east-melbourne-vic-3002-16076278,6346.32,733.84
315-188-peel-street-north-melbourne-vic-3051-16076223,5553.17,640.96
1-17-sebastopol-street-caulfield-north-vic-3161-16076196,8485.66,811.82
5-1-st-georges-road-toorak-vic-3142-16076186,7456.95,864.38
101-6-percy-place-prahran-vic-3181-16076172,6256.4,699.84
16-667-glenhuntly-road-caulfield-vic-3162-15930196,10283.24,889.42
2004-288-spencer-street-melbourne-vic-3000-16076141,4277.02,494.28
2-11-mernda-road-kooyong-vic-3144-16076137,8978.41,1002.21
5-39-nepean-highway-elsternwick-vic-3185-16076084,8378.59,858.17
511-2-mcgoun-street-richmond-vic-3121-14233176,7036.48,845.6
206-126-chapel-street-st-kilda-vic-3182-16076046,6163.57,605.96
7-29-31-jersey-parade-carnegie-vic-3163-16076044,13154.89,1193.61
18-pitt-street-west-footscray-vic-3012-16076032,14241.8,1315.84
43-neville-street-box-hill-south-vic-3128-16076023,18141.79,1680.56
2-47-gourlay-street-st-kilda-east-vic-3183-15663952,7369.0,712.06
205-44-barkly-street-st-kilda-vic-3182-15694325,4944.71,488.4
2-28-rae-street-chadstone-vic-3148-16075959,20039.18,1491.4
6-919-dandenong-road-malvern-east-vic-3145-16075854,11488.25,1028.04
3-barry-street-south-yarra-vic-3141-16075851,6186.07,753.65
617-highbury-road-burwood-east-vic-3151-15118457,22777.21,1961.5
2004-288-spencer-street-melbourne-vic-3000-16076141,4277.02,494.28
9-4-davidson-street-south-yarra-vic-3141-16075758,5347.28,639.05
4-14-narong-road-caulfield-north-vic-3161-16075742,8745.98,830.46
19-valkstone-street-bentleigh-east-vic-3165-16075694,16471.21,1387.36
1-07-281-tooronga-road-glen-iris-vic-3146-16075662,12659.42,1086.77
2-62-scoresby-road-bayswater-vic-3153-16075654,39607.39,2565.87
7-50-leura-grove-hawthorn-east-vic-3123-16075652,13626.57,1146.18
