rent_address,min_distance,min_duration
39a-wattle-grove-mulgrave-vic-3170-16080168,28956.74,2104.88
6-30-docker-street-elwood-vic-3184-16080165,7423.99,763.47
8-10-lincoln-road-essendon-vic-3040-16080138,13749.5,1335.13
g05-18-railway-crescent-hampton-vic-3188-16080133,14066.83,1425.92
2005-178-edward-street-brunswick-east-vic-3057-16080082,9454.31,1023.61
2308-6-joseph-road-footscray-vic-3011-16080066,8669.32,977.56
6-137-coppin-street-richmond-vic-3121-16080016,9784.45,863.18
2-1-baden-powell-place-mount-eliza-vic-3930-16079935,63441.8,3552.3
4-15-howe-street-murrumbeena-vic-3163-16079909,15631.59,1397.11
806-18-mccombie-st-elsternwick-vic-3185-16073253,7870.34,778.69
14-forbes-grove-oak-park-vic-3046-16079887,16615.26,1554.36
12-vine-street-moonee-ponds-vic-3039-16079832,11208.23,1124.92
1-buckland-court-wodonga-vic-3690-16079819,315792.38,12832.95
19-tivoli-road-south-yarra-vic-3141-16079814,5740.77,695.7
109-6-dalgety-street-oakleigh-vic-3166-16079810,16152.1,1430.66
24-wertheim-street-richmond-vic-3121-16079802,9866.86,886.26
1a-clarendon-avenue-wodonga-vic-3690-16079795,319951.19,13241.29
612-408-lonsdale-street-melbourne-vic-3000-16079773,4700.96,520.5
14-58-62-mary-street-kew-vic-3101-16079756,13326.33,1245.14
6-19-sydney-street-murrumbeena-vic-3163-16079700,13876.5,1215.32
203-333-ferrars-street-south-melbourne-vic-3205-16079686,1714.46,202.5
103-5-7-nepean-highway-elsternwick-vic-3185-16079664,7981.33,802.26
g-04-567-glenferrie-road-hawthorn-vic-3122-16079647,10867.82,1016.37
72-oban-street-south-yarra-vic-3141-16079620,6775.2,819.96
8-49-patterson-street-middle-park-vic-3206-16079493,3193.91,318.7
701-57-bay-street-port-melbourne-vic-3207-16079490,849.05,130.47
310-22-chatham-street-prahran-vic-3181-16079412,6785.68,702.77
11-evans-street-chadstone-vic-3148-16079398,19624.46,1442.79
286a-balcombe-rd-beaumaris-vic-3193-16079394,21438.48,2000.87
3-25-barkly-street-mordialloc-vic-3195-16079387,26150.95,2382.86
7a-los-angeles-court-ripponlea-vic-3185-16079275,7125.76,723.39
565-heidelberg-road-alphington-vic-3078-16079269,12017.29,1428.49
2-anchor-place-prahran-vic-3181-16079263,6875.05,754.49
3-2a-vautier-street-elwood-vic-3184-16079224,7318.67,754.76
11-binalong-ave-chadstone-vic-3148-16079197,16558.61,1562.34
75a-watts-street-box-hill-north-vic-3129-16079176,23620.78,1756.06
616-14-david-street-richmond-vic-3121-16079171,10667.46,982.97
2-vella-court-springvale-south-vic-3172-16079155,31699.04,2333.27
6-leslie-street-st-kilda-east-vic-3183-16079147,6534.76,634.98
4-7-vale-street-pascoe-vale-vic-3044-16079115,15767.87,1440.0
3-798-warrigal-road-malvern-east-vic-3145-16079041,19311.36,1382.39
4-nightingale-street-balaclava-vic-3183-16078992,6325.91,619.96
12-28-the-avenue-windsor-vic-3181-16078988,7134.45,716.08
4-2-waxman-parade-brunswick-west-vic-3055-16078957,13316.34,1217.35
78-hope-street-brunswick-vic-3056-16078953,10784.31,1169.69
173-spensley-street-clifton-hill-vic-3068-16078951,10308.67,1208.53
306-25-clifton-street-prahran-vic-3181-16078928,6727.79,719.15
11-8-lamin-lane-toorak-vic-3142-16078927,6801.47,802.23
1009-338-kings-way-south-melbourne-vic-3205-16078854,2886.37,397.87
1303-8-joseph-road-footscray-vic-3011-16080780,8677.85,978.58
53-elster-avenue-gardenvale-vic-3185-16078745,9912.72,1010.25
90-edgevale-road-kew-vic-3101-16078740,13087.78,1271.15
2-94-buckingham-street-richmond-vic-3121-14830817,8198.83,981.68
402-20-garden-street-south-yarra-vic-3141-16078689,5914.65,715.74
3002-288-spencer-st-melbourne-vic-3000-16081949,4277.02,494.28
510-42-porter-street-prahran-vic-3181-16078605,6158.37,750.42
3-206-alma-rd-st-kilda-east-vic-3183-16078582,7152.87,699.17
4-34-clarke-street-prahran-vic-3181-16078572,7701.73,786.12
11-64-auburn-rd-hawthorn-vic-3122-16076131,12575.72,1146.82
7-237-balaclava-road-caulfield-north-vic-3161-16078540,9281.63,818.16
34-garrisson-drive-glen-waverley-vic-3150-16078539,28543.98,2083.27
8-24-melbourne-street-murrumbeena-vic-3163-16078538,13890.85,1218.76
10-304-tooronga-road-glen-iris-vic-3146-16078526,11738.86,1083.73
