,rent_address,min_distance,min_duration,postcode,price
103,2308-6-joseph-road-footscray-vic-3011-16080066,8669.32,977.56,3011,400.0
104,1303-8-joseph-road-footscray-vic-3011-16080780,8677.85,978.58,3011,490.0
105,1201-8-joseph-road-footscray-vic-3011-16066987,8677.85,978.58,3011,485.0
106,1-82-ashley-street-west-footscray-vic-3012-16073237,13915.14,1291.71,3012,395.0
107,313-110-roberts-street-west-footscray-vic-3012-16070615,11049.67,1006.26,3012,550.0
108,18-pitt-street-west-footscray-vic-3012-16076032,14241.8,1315.84,3012,590.0
109,2-248-francis-street-yarraville-vic-3013-16063967,9277.53,817.95,3013,550.0
110,65-francis-street-yarraville-vic-3013-16065715,9772.19,856.0,3013,550.0
111,38-urwin-street-yarraville-vic-3013-16068181,10556.31,928.39,3013,490.0
112,1-16-vernon-street-south-kingsville-vic-3015-16075648,10370.97,1026.7,3015,475.0
113,7-11-15-basil-street-newport-vic-3015-16061402,12444.6,1145.32,3015,600.0
114,27-anzac-crescent-williamstown-vic-3016-16066020,13471.33,1250.44,3016,1350.0
115,10-gellibrand-street-williamstown-vic-3016-16061167,13759.44,1266.94,3016,530.0
116,1-27-mcbain-st-altona-vic-3018-16090275,17457.96,1502.53,3018,500.0
117,10-3-robin-street-altona-vic-3018-16073665,19840.01,1548.67,3018,280.0
118,390-duke-street-sunshine-north-vic-3020-15333130,17845.42,1623.99,3020,650.0
119,rear-25-alfreida-st-st-albans-vic-3021-16048249,28025.72,1725.44,3021,250.0
120,403-118-cairnlea-drive-cairnlea-vic-3023-16061980,24509.02,1563.5,3023,390.0
121,16-macedon-close-caroline-springs-vic-3023-16072871,28437.18,1686.94,3023,450.0
122,61a-fifth-avenue-altona-north-vic-3025-16086328,13172.0,1075.98,3025,570.0
123,80c-first-ave-altona-north-vic-3025-16056452,12801.23,1040.26,3025,725.0
124,13-draconis-lane-williams-landing-vic-3027-16073635,24356.47,1463.29,3027,380.0
125,37-hoddle-way-altona-meadows-vic-3028-16090729,24505.91,1587.76,3028,400.0
126,35-hoffman-cr-truganina-vic-3029-16066267,26111.18,1669.09,3029,500.0
127,37-award-crescent-truganina-vic-3029-16058731,25142.23,1671.2,3029,410.0
128,35-stratus-street-tarneit-vic-3029-16073803,32382.97,2174.31,3029,360.0
129,35-stratus-street-tarneit-vic-3029-16073803,32382.97,2174.31,3029,360.0
130,9-garland-terrace-point-cook-vic-3030-15364222,27533.88,1716.21,3030,420.0
131,25-living-cres-point-cook-vic-3030-16054167,29013.69,1887.91,3030,420.0
132,4-121-wellington-st-flemington-vic-3031-16065041,9307.4,940.03,3031,415.0
133,25-wolseley-parade-kensington-vic-3031-16065752,7620.94,896.11,3031,995.0
134,16f-54-la-scala-avenue-maribyrnong-vic-3032-14989099,13996.45,1333.12,3032,410.0
135,1-28-ormond-road-ascot-vale-vic-3032-16052047,10804.78,1071.9,3032,300.0
136,21-330-sydenham-road-sydenham-vic-3037-16086162,31626.9,2155.6,3037,390.0
137,105-333-ascot-vale-rd-moonee-ponds-vic-3039-16083963,11303.64,1131.52,3039,480.0
138,5-141-park-street-moonee-ponds-vic-3039-16080239,13200.58,1304.99,3039,800.0
139,12-108-maribyrnong-road-moonee-ponds-vic-3039-16015441,11477.66,1111.77,3039,400.0
140,80a-waverley-street-moonee-ponds-vic-3039-16085329,12843.53,1258.85,3039,750.0
141,12-vine-street-moonee-ponds-vic-3039-16079832,11208.23,1124.92,3039,650.0
142,6-8-10-lincoln-road-essendon-vic-3040-16087456,13749.5,1335.13,3040,850.0
143,35-clifton-street-aberfeldie-vic-3040-16090841,14402.27,1437.95,3040,750.0
144,2-32-caroline-street-aberfeldie-vic-3040-16067388,14647.12,1493.11,3040,520.0
145,8-10-lincoln-road-essendon-vic-3040-16080138,13749.5,1335.13,3040,550.0
146,2-16-lyon-street-essendon-vic-3040-16065350,14197.04,1420.45,3040,320.0
147,1a-ogilvie-st-essendon-vic-3040-16082587,14965.35,1414.93,3040,560.0
148,4-4-essex-street-pascoe-vale-vic-3044-16056699,16386.94,1465.22,3044,400.0
149,2-21-23-westgate-street-pascoe-vale-south-vic-3044-16060501,14129.07,1293.28,3044,420.0
150,4-7-vale-street-pascoe-vale-vic-3044-16079115,15767.87,1440.0,3044,375.0
151,543-pascoe-vale-road-pascoe-vale-vic-3044-16056030,15509.59,1355.91,3044,410.0
152,14-forbes-grove-oak-park-vic-3046-16079887,16615.26,1554.36,3046,500.0
153,2-62-chapman-avenue-glenroy-vic-3046-16085659,17818.36,1566.45,3046,400.0
154,4-48-william-street-glenroy-vic-3046-16077047,18259.39,1624.47,3046,380.0
155,2-24-barunah-street-hadfield-vic-3046-16073906,18674.66,1662.88,3046,440.0
156,9-139-melbourne-avenue-glenroy-vic-3046-16069112,18824.37,1678.1,3046,300.0
157,1-59-chapman-street-north-melbourne-vic-3051-16089219,6547.55,742.42,3051,475.0
158,207-720-queensberry-street-north-melbourne-vic-3051-16052939,5744.75,678.64,3051,565.0
159,202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,5700.93,664.33,3051,395.0
160,202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,5700.93,664.33,3051,395.0
161,315-188-peel-street-north-melbourne-vic-3051-16076223,5553.17,640.96,3051,310.0
162,310-350-victoria-street-north-melbourne-vic-3051-16078102,5383.26,623.12,3051,445.0
163,12-yates-lane-parkville-vic-3052-15148071,8626.94,860.62,3052,780.0
164,2-39-morrah-st-parkville-vic-3052-15056186,6970.83,808.61,3052,480.0
165,219-528-swanston-street-carlton-vic-3053-16089175,5914.38,666.88,3053,350.0
166,421-528-swanston-street-carlton-vic-3053-16066152,5914.38,666.88,3053,350.0
167,915-528-swanston-street-carlton-vic-3053-16056312,5914.38,666.88,3053,350.0
168,909-528-swanston-street-carlton-vic-3053-16061810,5914.38,666.88,3053,345.0
169,552-drummond-street-carlton-vic-3053-16090356,7748.24,848.57,3053,900.0
170,g06-81-cemetery-road-carlton-vic-3053-16084878,7178.29,813.52,3053,375.0
171,27-elgin-street-carlton-vic-3053-16069803,7385.21,816.55,3053,585.0
172,505-139-bouverie-street-carlton-vic-3053-14377358,6224.55,703.94,3053,260.0
173,87-canning-street-carlton-vic-3053-12678308,7469.44,838.59,3053,1100.0
174,880-swanston-street-carlton-vic-3053-16081935,6870.0,774.08,3053,1200.0
175,9-600-station-street-carlton-north-vic-3054-16089028,8887.69,975.93,3054,420.0
176,4-867-883-drummond-street-carlton-north-vic-3054-16063178,8452.79,941.72,3054,500.0
177,345-station-street-carlton-north-vic-3054-16070322,8522.94,944.35,3054,650.0
178,46-princes-st-carlton-north-vic-3054-16067211,7874.1,896.11,3054,550.0
179,715-5-olive-york-way-brunswick-west-vic-3055-16051260,13560.28,1225.68,3055,430.0
180,3-9-moule-street-brunswick-west-vic-3055-16042300,10928.9,1073.26,3055,360.0
181,3-564c-moreland-road-brunswick-west-vic-3055-16074162,12463.77,1094.58,3055,550.0
182,504-1-olive-york-way-brunswick-west-vic-3055-15727179,13505.39,1216.34,3055,450.0
183,10-5-allard-street-brunswick-west-vic-3055-16084995,11229.82,1113.4,3055,370.0
184,4-2-waxman-parade-brunswick-west-vic-3055-16078957,13316.34,1217.35,3055,380.0
185,614-5-olive-york-way-brunswick-west-vic-3055-15426148,13560.28,1225.68,3055,440.0
186,107-358-moreland-road-brunswick-west-vic-3055-16062260,13350.89,1165.83,3055,430.0
187,601-5-olive-york-way-brunswick-west-vic-3055-15143998,13560.28,1225.68,3055,430.0
188,97-collier-crescent-brunswick-west-vic-3055-16087893,10914.23,1098.78,3055,1100.0
189,8-39-heller-street-brunswick-west-vic-3055-16088313,10550.95,1027.96,3055,330.0
190,412-5-olive-york-way-brunswick-west-vic-3055-16041470,13560.28,1225.68,3055,450.0
191,3-14-mccoll-court-brunswick-west-vic-3055-16066377,13244.52,1207.01,3055,400.0
192,92-brunswick-road-brunswick-vic-3056-16083215,9437.37,984.6,3056,660.0
193,304-2-6-duckett-street-brunswick-vic-3056-16089922,10504.94,1145.7,3056,490.0
194,307-1c-michael-street-brunswick-vic-3056-16069494,9274.14,994.36,3056,400.0
195,4-mcpherson-street-brunswick-vic-3056-16068777,11420.95,1205.73,3056,750.0
196,52-54-tinning-street-brunswick-vic-3056-16061469,11147.2,1231.43,3056,1400.0
197,208-34-union-street-brunswick-vic-3056-16082673,9380.93,1007.64,3056,490.0
198,34-97-brickworks-drive-brunswick-vic-3056-16062022,11454.14,1107.74,3056,450.0
199,9-67-blyth-st-brunswick-vic-3056-16080531,10644.1,1099.17,3056,490.0
200,803-597-sydney-road-brunswick-vic-3056-16068732,10406.48,1135.06,3056,350.0
201,2-6-millward-street-brunswick-vic-3056-16080703,10738.0,1048.54,3056,390.0
202,408-5-union-street-brunswick-vic-3056-16088527,9206.48,985.66,3056,680.0
203,208-5-union-street-brunswick-vic-3056-16077779,9210.13,985.96,3056,550.0
204,805-288-albert-street-brunswick-vic-3056-16077559,9835.02,1064.96,3056,450.0
205,404-466-lygon-street-brunswick-vic-3056-16072893,10614.79,1092.38,3056,380.0
206,52-hope-street-brunswick-vic-3056-16048861,10618.03,1151.56,3056,850.0
207,78-hope-street-brunswick-vic-3056-16078953,10784.31,1169.69,3056,620.0
208,4-102-moreland-road-brunswick-vic-3056-16087543,11862.03,1226.28,3056,300.0
209,198-barkly-st-brunswick-vic-3056-16072946,9617.15,1012.79,3056,950.0
210,35-108-124-union-street-brunswick-vic-3056-16087109,9758.45,1029.82,3056,370.0
211,11-170-albion-street-brunswick-vic-3056-16051288,11399.44,1164.9,3056,510.0
212,52-sutherland-street-brunswick-vic-3056-16088853,11283.08,1225.55,3056,750.0
213,7-213-219-brunswick-road-brunswick-vic-3056-16076842,9018.09,961.83,3056,625.0
214,17-677-park-street-brunswick-vic-3056-16088786,9214.0,965.12,3056,225.0
215,6-14-pitt-street-brunswick-vic-3056-16074091,9852.55,1047.36,3056,540.0
216,3-133-glenlyon-road-brunswick-vic-3056-16087910,9723.09,1029.38,3056,485.0
217,504-2-6-duckett-street-brunswick-vic-3056-16073933,10504.94,1145.7,3056,480.0
218,15-10-davies-street-brunswick-vic-3056-16082384,11243.29,1228.95,3056,620.0
219,119-8-lygon-street-brunswick-east-vic-3057-16066944,8900.78,957.2,3057,400.0
220,316-330-lygon-street-brunswick-east-vic-3057-15187572,10038.31,1050.88,3057,475.0
221,111-8-lygon-street-brunswick-east-vic-3057-16068888,8900.78,957.2,3057,510.0
222,3-57-59-brunswick-road-brunswick-east-vic-3057-16066832,9246.15,995.33,3057,760.0
223,401-269-stewart-street-brunswick-east-vic-3057-16077186,11390.58,1196.41,3057,650.0
224,105-26-barkly-street-brunswick-east-vic-3057-16083390,9493.93,1042.56,3057,400.0
225,209-92-96-albert-street-brunswick-east-vic-3057-16090378,10036.8,1062.15,3057,400.0
226,2-20-lyndhurst-crescent-brunswick-east-vic-3057-16065203,11326.94,1192.6,3057,445.0
227,250a-stewart-street-brunswick-east-vic-3057-16053880,11294.96,1176.73,3057,750.0
228,102-9-village-avenue-brunswick-east-vic-3057-15220991,10015.63,1110.06,3057,550.0
229,538-22-barkly-street-brunswick-east-vic-3057-16070143,9492.13,1042.3,3057,600.0
230,8-mary-moodie-way-brunswick-east-vic-3057-16090196,9631.69,1071.49,3057,760.0
231,4-mary-moodie-way-brunswick-east-vic-3057-16070244,9622.83,1069.37,3057,580.0
232,2005-178-edward-street-brunswick-east-vic-3057-16080082,9454.31,1023.61,3057,550.0
233,417-11-urquhart-street-coburg-vic-3058-16061379,13057.48,1469.08,3058,365.0
234,100-clarendon-street-coburg-vic-3058-16073408,14304.56,1242.55,3058,720.0
235,8-46-the-grove-coburg-vic-3058-16067821,12292.62,1260.78,3058,340.0
236,8-grey-street-coburg-vic-3058-16076345,4346.65,410.84,3058,630.0
237,177-urquhart-street-coburg-vic-3058-16040113,13382.92,1398.34,3058,620.0
238,501-14-20-nicholson-street-coburg-vic-3058-16088479,11550.26,1199.91,3058,380.0
239,8-7-9-bell-street-coburg-vic-3058-16074155,13238.99,1364.96,3058,420.0
240,6-rolls-street-coburg-vic-3058-16063327,12759.48,1328.0,3058,600.0
241,25-francis-street-coburg-vic-3058-16078116,15401.26,1371.28,3058,650.0
242,24-snapshot-drive-coburg-north-vic-3058-16069368,14690.07,1533.41,3058,620.0
243,102-729-sydney-road-coburg-vic-3058-16068134,14704.96,1507.81,3058,410.0
244,818-sydney-rd-coburg-north-vic-3058-16088235,15367.15,1574.12,3058,450.0
245,1-29-arthur-street-coburg-north-vic-3058-16082466,15572.67,1640.21,3058,460.0
246,1-48-pearl-drive-craigieburn-vic-3064-16084074,31119.33,2730.28,3064,390.0
247,10-illawara-drive-mickleham-vic-3064-16087933,47118.76,2947.26,3064,450.0
248,349-fitzroy-street-fitzroy-vic-3065-16084496,7350.32,853.7,3065,650.0
249,107-176-argyle-street-fitzroy-vic-3065-16080545,7457.52,918.73,3065,450.0
250,605-70-stanley-street-collingwood-vic-3066-16089493,7584.43,861.61,3066,470.0
251,2-61-little-oxford-street-collingwood-vic-3066-16061683,7601.01,934.21,3066,550.0
252,204-107-cambridge-street-collingwood-vic-3066-16085513,7303.41,841.52,3066,480.0
253,105-88-cambridge-street-collingwood-vic-3066-15175620,7124.52,809.91,3066,500.0
254,73-easey-street-collingwood-vic-3066-16027969,8062.93,921.86,3066,750.0
255,1304e-9-robert-street-collingwood-vic-3066-16080814,7394.12,875.33,3066,450.0
256,103-107-cambridge-street-collingwood-vic-3066-16070749,7303.41,841.52,3066,480.0
257,8-375-hoddle-street-collingwood-vic-3066-16057038,8609.3,986.16,3066,450.0
258,703-75-wellington-st-collingwood-vic-3066-16054467,7027.88,796.74,3066,600.0
259,503-75-wellington-street-collingwood-vic-3066-16089857,7027.88,796.74,3066,465.0
260,206-75-wellington-street-collingwood-vic-3066-16059668,7027.88,796.74,3066,470.0
261,108-3-11-hoddle-street-collingwood-vic-3066-16088068,7723.93,875.78,3066,465.0
262,98-johnston-st-collingwood-vic-3066-16067212,7908.85,887.25,3066,1150.0
263,311-75-wellington-st-collingwood-vic-3066-16068804,7027.88,796.74,3066,700.0
264,1002-1-acacia-place-abbotsford-vic-3067-16087823,11086.3,1023.38,3067,380.0
265,703-6-acacia-place-abbotsford-vic-3067-16087573,11104.91,1027.84,3067,420.0
266,12-park-street-abbotsford-vic-3067-16083814,7533.01,883.45,3067,675.0
267,902-627-victoria-street-abbotsford-vic-3067-16083095,10938.03,1020.62,3067,425.0
268,97-stafford-street-abbotsford-vic-3067-16066490,8724.84,983.4,3067,625.0
269,714-20-shamrock-street-abbotsford-vic-3067-16083651,8782.62,1020.99,3067,350.0
270,5-16-princes-street-abbotsford-vic-3067-11131595,8104.94,946.06,3067,850.0
271,eg07-11-flockhart-street-abbotsford-vic-3067-16084992,8676.23,1007.01,3067,375.0
272,11-turner-street-abbotsford-vic-3067-16082069,8619.33,992.1,3067,550.0
273,106-119-turner-street-abbotsford-vic-3067-16088557,9109.12,1019.62,3067,440.0
274,220-631-victoria-street-abbotsford-vic-3067-16054340,10838.17,995.73,3067,625.0
275,532-631-victoria-street-abbotsford-vic-3067-16061939,10838.17,995.73,3067,650.0
276,4-82-trenerry-crescent-abbotsford-vic-3067-16057111,9308.7,1037.55,3067,675.0
277,48-yarra-street-abbotsford-vic-3067-16069226,8333.73,987.97,3067,900.0
278,64-little-charles-street-abbotsford-vic-3067-16077006,8259.19,959.85,3067,620.0
279,270-langridge-street-abbotsford-vic-3067-15242733,7867.91,892.17,3067,470.0
280,713-251-johnston-street-abbotsford-vic-3067-16085958,8491.91,974.02,3067,460.0
281,9-328-johnston-street-abbotsford-vic-3067-16080546,8630.63,991.29,3067,600.0
282,514-6-acacia-place-abbotsford-vic-3067-16082921,11104.91,1027.84,3067,440.0
283,509a-1-acacia-place-abbotsford-vic-3067-16082671,11086.3,1023.38,3067,410.0
284,408d-615-victoria-street-abbotsford-vic-3067-16066835,8677.14,981.45,3067,550.0
285,215-56-nicholson-street-abbotsford-vic-3067-13682400,7937.87,897.38,3067,560.0
286,22l-378-390-st-georges-road-fitzroy-north-vic-3068-16082386,9818.68,1008.15,3068,570.0
287,133-ramsden-street-clifton-hill-vic-3068-16083078,10508.29,1189.22,3068,570.0
288,108-best-street-fitzroy-north-vic-3068-16054451,9416.71,1017.07,3068,1300.0
289,204-378-390-st-george-road-fitzroy-north-vic-3068-16084845,9818.68,1008.15,3068,800.0
290,14-park-street-fitzroy-north-vic-3068-16082451,9978.03,1034.94,3068,1200.0
291,111-378-390-saint-georges-road-fitzroy-north-vic-3068-16057525,9818.68,1008.15,3068,490.0
292,g09-22-nicholson-street-fitzroy-north-vic-3068-16052600,9700.76,1064.11,3068,900.0
293,173-spensley-street-clifton-hill-vic-3068-16078951,10308.67,1208.53,3068,820.0
294,105-field-street-clifton-hill-vic-3068-16078319,10538.19,1204.67,3068,950.0
295,5-55-may-street-fitzroy-north-vic-3068-16078317,10209.67,1062.75,3068,350.0
296,2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,9818.68,1008.15,3068,585.0
297,93-rowe-street-fitzroy-north-vic-3068-15629627,9841.98,1051.33,3068,690.0
298,2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,9818.68,1008.15,3068,585.0
299,22l-378-390-st-georges-road-fitzroy-north-vic-3068-16082386,9818.68,1008.15,3068,570.0
300,188-park-street-fitzroy-north-vic-3068-16090583,9524.41,1027.72,3068,1200.0
301,113-392-st-georges-road-fitzroy-north-vic-3068-16089889,9845.99,1011.05,3068,450.0
302,62-clauscen-street-fitzroy-north-vic-3068-16065136,9574.42,1056.98,3068,680.0
303,37-taylor-street-fitzroy-north-vic-3068-16061269,9875.87,1090.5,3068,1100.0
304,8-182-barkly-street-fitzroy-north-vic-3068-16068469,9900.77,1016.63,3068,310.0
305,2-12-brennand-street-fitzroy-north-vic-3068-14628144,10402.81,1149.37,3068,380.0
306,94-helen-street-northcote-vic-3070-16059106,11651.55,1201.16,3070,720.0
307,2-3-jessie-street-northcote-vic-3070-16078331,11654.95,1225.18,3070,375.0
308,27-hawthorn-road-northcote-vic-3070-16051293,10944.27,1127.58,3070,950.0
309,8-4-mccracken-avenue-northcote-vic-3070-16064578,10950.3,1114.94,3070,450.0
310,121-5-beavers-road-northcote-vic-3070-16087294,11837.03,1229.74,3070,485.0
311,57-bent-street-northcote-vic-3070-16078474,11442.14,1152.61,3070,570.0
312,4-165-clarke-street-northcote-vic-3070-16082860,10683.05,1149.99,3070,560.0
313,13-bird-avenue-northcote-vic-3070-16053046,12187.02,1198.68,3070,600.0
314,10-2-johnson-street-northcote-vic-3070-16081202,12235.38,1263.6,3070,330.0
