rent_address,min_distance,min_duration
4-90-clowes-street-south-yarra-vic-3141-16065476,5153.75,635.41
13-86-hotham-street-east-melbourne-vic-3002-16065438,6456.41,762.68
6-percy-place-prahran-vic-3181-16047983,6256.4,699.84
201-356-carlisle-street-balaclava-vic-3183-16065312,6826.93,667.88
817-132-commercial-road-prahran-vic-3181-16065154,5941.57,695.38
62-clauscen-street-fitzroy-north-vic-3068-16065136,9574.42,1056.98
1-8-princes-close-prahran-vic-3181-16065129,6832.61,710.93
4-121-wellington-st-flemington-vic-3031-16065041,9307.4,940.03
15-85-caroline-street-south-yarra-vic-3141-16064912,5063.36,618.23
2-372-orrong-road-caulfield-north-vic-3161-16064315,7572.66,747.13
48-321-chapel-street-prahran-vic-3181-16064313,6891.35,711.33
203-72-high-street-prahran-vic-3181-16064123,5925.24,644.83
104-226-waverley-road-malvern-east-vic-3145-16064029,11771.76,1061.29
2-61-little-oxford-street-collingwood-vic-3066-16061683,7601.01,934.21
2-17-sarton-road-clayton-vic-3168-14970451,26398.4,1758.37
4-151-canterbury-road-toorak-vic-3142-16063497,6801.47,802.23
6-rolls-street-coburg-vic-3058-16063327,12759.48,1328.0
1206-118-russell-street-melbourne-vic-3000-16062720,4972.05,577.52
57-baker-street-richmond-vic-3121-16062642,8255.88,953.09
647-hawthorn-road-brighton-east-vic-3187-15563252,12653.23,1059.49
532-631-victoria-street-abbotsford-vic-3067-16061939,10838.17,995.73
73-the-crescent-port-melbourne-vic-3207-16061763,2218.27,291.49
38-kauri-grove-glen-waverley-vic-3150-15889540,26451.42,1879.75
14-13-churchill-avenue-chadstone-vic-3148-16061665,21128.52,1584.3
175-richardson-street-middle-park-vic-3206-16061617,1770.23,230.5
52-54-tinning-street-brunswick-vic-3056-16061469,11147.2,1231.43
7-11-15-basil-street-newport-vic-3015-16061402,12444.6,1145.32
26-austin-street-hughesdale-vic-3166-13441918,17327.39,1485.72
16-neville-street-bentleigh-east-vic-3165-16061303,17769.29,1508.11
11-bennett-street-richmond-vic-3121-16061186,8646.05,997.58
7-126-wellington-parade-east-melbourne-vic-3002-16061003,6087.08,717.41
5-bemboka-avenue-clayton-south-vic-3169-16060995,24578.32,2143.88
210-79-81-asling-street-brighton-vic-3186-16060948,9433.44,981.48
2-21-23-westgate-street-pascoe-vale-south-vic-3044-16060501,14129.07,1293.28
2-67-euston-road-hughesdale-vic-3166-16060352,16048.87,1390.09
2-30-clarendon-avenue-oakleigh-south-vic-3167-16060050,19304.46,1663.82
5-158-kangaroo-road-hughesdale-vic-3166-16059918,16206.02,1386.26
22-union-street-windsor-vic-3181-16059839,5361.25,551.4
206-75-wellington-street-collingwood-vic-3066-16059668,7027.88,796.74
54-o-grady-street-albert-park-vic-3206-16059651,980.31,114.89
4-16-manor-street-brighton-vic-3186-16059609,10932.0,1149.4
94-helen-street-northcote-vic-3070-16059106,11651.55,1201.16
20-lord-street-richmond-vic-3121-16059083,10192.76,913.55
level-35-3501-7-riverside-quay-southbank-vic-3006-16059042,3249.09,444.1
1-12-toward-street-murrumbeena-vic-3163-16058355,14407.7,1302.63
2-neptune-street-richmond-vic-3121-16058275,8017.26,909.79
705-89-gladstone-street-south-melbourne-vic-3205-16058273,1781.86,227.45
4-main-road-clayton-south-vic-3169-16057923,27249.34,1986.42
49-savoy-grove-cranbourne-north-vic-3977-15751808,49075.99,2942.44
25-spicer-street-beaumaris-vic-3193-16057734,21329.51,2008.33
13-9-fitzroy-street-st-kilda-vic-3182-16057589,4497.13,477.17
2a-garden-street-hawthorn-vic-3122-16056125,5848.85,699.95
439-111-punt-road-windsor-vic-3181-16055654,5558.95,599.31
502-21-plenty-road-bundoora-vic-3083-16055079,21918.73,2077.87
1-18-raynes-street-balwyn-vic-3103-16054448,18109.86,1698.18
3-13-state-street-oakleigh-east-vic-3166-16054316,18505.7,1719.47
55-1-albert-road-melbourne-vic-3000-16054304,3174.92,408.67
16-byrne-street-port-melbourne-vic-3207-16054203,1914.39,251.99
6-89-seymour-road-elsternwick-vic-3185-16054067,9637.44,849.53
105-337-balaclava-road-caulfield-north-vic-3161-16053704,10091.59,871.17
76b-oakleigh-road-carnegie-vic-3163-16053547,14391.2,1218.55
1701a-60-dorcas-street-southbank-vic-3006-16053477,2632.16,374.39
3-38-mitford-street-elwood-vic-3184-16053235,6145.23,671.24
2-9-bertram-street-elsternwick-vic-3185-13756533,9823.78,987.95
2-2-melville-avenue-newtown-vic-3220-16052733,76583.97,3745.51
g09-22-nicholson-street-fitzroy-north-vic-3068-16052600,9700.76,1064.11
3606-45-clarke-street-southbank-vic-3006-16052560,2308.11,300.34
57-lang-street-south-yarra-vic-3141-16052404,5092.99,615.38
1-28-ormond-road-ascot-vale-vic-3032-16052047,10804.78,1071.9
2-48-magnolia-road-gardenvale-vic-3185-16051707,11835.46,1010.13
4-260-st-kilda-road-st-kilda-vic-3182-16051315,5597.4,574.8
5-5-luckie-street-nunawading-vic-3131-16050936,27887.19,1917.96
29-10-clifton-street-prahran-vic-3181-16050826,6821.58,741.66
329-howe-parade-port-melbourne-vic-3207-16050374,2748.81,350.12
42-commercial-road-prahran-vic-3181-16050172,5629.31,667.03
2-gateway-close-chadstone-vic-3148-15228933,20886.81,1589.71
