rent_address,min_distance,min_duration
3-20-hughenden-road-st-kilda-east-vic-3183-16048551,7393.74,738.03
414-77-river-street-south-yarra-vic-3141-16048403,5807.29,692.72
rear-25-alfreida-st-st-albans-vic-3021-16048249,28025.72,1725.44
104-park-orchard-drive-pakenham-vic-3810-16047301,59804.75,3320.65
2204-250-city-road-southbank-vic-3006-16047014,3030.24,332.41
7-13-hawksburn-road-south-yarra-vic-3141-16046810,6287.72,790.45
502-27-macquarie-street-prahran-vic-3181-16042904,6461.49,719.76
8-k3-union-street-windsor-vic-3181-16042862,5310.07,546.14
206a-14-16-the-esplanade-st-kilda-vic-3182-16042840,4593.39,482.38
14-245-williams-road-south-yarra-vic-3141-16042334,6476.64,760.03
207-120-high-street-windsor-vic-3181-16042309,6155.59,664.43
302-270-centre-road-bentleigh-vic-3204-16041922,15163.56,1251.38
1-04-26-warleigh-grove-brighton-vic-3186-15879283,10455.33,1097.94
9-488-glenferrie-road-hawthorn-vic-3122-16040221,11049.55,1029.45
177-urquhart-street-coburg-vic-3058-16040113,13382.92,1398.34
2-14-hatfield-street-balwyn-north-vic-3104-16039515,16654.79,1438.02
1-51-rochester-road-canterbury-vic-3126-16038373,16377.82,1488.3
5-lucas-street-brighton-east-vic-3187-16037643,12556.64,1273.35
11-kawana-mews-cranbourne-vic-3977-16037155,53604.83,2817.44
3-30-the-avenue-windsor-vic-3181-16035963,7153.92,717.63
73-easey-street-collingwood-vic-3066-16027969,8062.93,921.86
11-kawana-mews-cranbourne-vic-3977-16037155,53604.83,2817.44
202-23-maverston-street-glen-iris-vic-3146-16018321,15689.88,1353.39
204-171-173-inkerman-street-st-kilda-vic-3182-16015508,5514.44,549.16
23a-thomas-street-brighton-east-vic-3187-16071256,14486.15,1202.93
24-euston-road-hughesdale-vic-3166-15210228,15366.05,1343.51
14-avenue-athol-canterbury-vic-3126-16070437,14806.48,1404.38
4-wells-street-richmond-vic-3121-16069616,8326.44,967.75
4-273-balaclava-rd-caulfield-north-vic-3161-16013121,9638.28,841.51
26-219-227-auburn-road-hawthorn-vic-3122-16068411,11704.86,1085.91
38-urwin-street-yarraville-vic-3013-16068181,10556.31,928.39
107-15-hamilton-street-bentleigh-vic-3204-15281179,15929.61,1340.28
53-hambleton-street-albert-park-vic-3206-16066946,1669.46,199.0
119-8-lygon-street-brunswick-east-vic-3057-16066944,8900.78,957.2
3-6-gilmour-rd-camberwell-vic-3124-16066736,16972.86,1499.76
5-2-park-avenue-glen-huntly-vic-3163-16066311,13315.27,1131.1
202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,5700.93,664.33
8-237-dandenong-road-windsor-vic-3181-16066062,7090.6,719.32
354b-clarendon-street-south-melbourne-vic-3205-16065911,2032.33,259.08
31-foster-ave-glen-huntly-vic-3163-16064783,13021.17,1112.26
4-129-131-kambrook-road-caulfield-north-vic-3161-16064416,10851.44,943.38
105-20-station-street-highett-vic-3190-16063906,18829.11,1745.02
16f-54-la-scala-avenue-maribyrnong-vic-3032-14989099,13996.45,1333.12
1-29-the-avenue-windsor-vic-3181-16063438,7189.69,720.49
3-12-thea-avenue-balwyn-north-vic-3104-16062335,20716.06,1604.48
12-2a-brenbeal-street-balwyn-vic-3103-16061618,17562.99,1590.25
24-343-church-street-richmond-vic-3121-16061297,7289.69,863.95
30-high-street-mont-albert-vic-3127-16060025,18901.06,1686.57
16-homewood-lane-highton-vic-3216-16059490,85392.54,3896.05
37-award-crescent-truganina-vic-3029-16058731,25142.23,1671.2
55-durrant-street-brighton-vic-3186-16058681,11136.46,1143.51
3-24-auburn-grove-hawthorn-east-vic-3123-16058606,12317.1,1163.23
111-378-390-saint-georges-road-fitzroy-north-vic-3068-16057525,9818.68,1008.15
8-375-hoddle-street-collingwood-vic-3066-16057038,8609.3,986.16
80c-first-ave-altona-north-vic-3025-16056452,12801.23,1040.26
1-12-cole-crescent-chadstone-vic-3148-16056418,16783.94,1514.92
3-72-leamington-street-reservoir-vic-3073-16055115,17976.71,1776.79
4-2-clifton-road-hawthorn-east-vic-3123-16053841,13148.76,1124.8
1-1062-burke-rd-balwyn-north-vic-3104-16053394,15534.48,1452.24
11-201-graham-street-port-melbourne-vic-3207-16053109,2125.92,214.91
13-bird-avenue-northcote-vic-3070-16053046,12187.02,1198.68
11-201-graham-street-port-melbourne-vic-3207-16053109,2125.92,214.91
8-21-irving-avenue-prahran-vic-3181-16051850,7900.16,801.27
14-durrant-street-brighton-vic-3186-16051810,10712.34,1104.62
27-352-canterbury-road-st-kilda-vic-3182-16050504,4393.64,418.79
8-108-george-street-east-melbourne-vic-3002-16049735,6228.08,732.73
1802-7-claremont-street-south-yarra-vic-3141-16047399,5805.85,750.5
202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,5700.93,664.33
5-972-riversdale-road-surrey-hills-vic-3127-16042769,16265.54,1471.2
3-9-moule-street-brunswick-west-vic-3055-16042300,10928.9,1073.26
802-181-fitzroy-st-st-kilda-vic-3182-15915050,4684.72,449.46
215-56-nicholson-street-abbotsford-vic-3067-13682400,7937.87,897.38
412-5-olive-york-way-brunswick-west-vic-3055-16041470,13560.28,1225.68
19-parkdale-avenue-balwyn-vic-3103-16041468,18451.67,1661.17
