rent_address,stop_name,min_distance,min_duration
2-31-33-caroline-street-hawthorn-east-vic-3123-16109612,Lower Yarra River land,3613.24,389.77
22b-park-ave-glen-huntly-vic-3163-16094731,Karkarook Park (water authority land),8208.44,769.25
40-wellington-street-richmond-vic-3121-16094652,Parks Victoria Depot - Barkly Ave Park,1974.37,178.62
1-bethwyn-street-bentleigh-east-vic-3165-16103205,Karkarook Park (water authority land),5287.32,516.48
5-56-58-burwood-road-hawthorn-vic-3122-16096828,Lower Yarra River land,990.63,155.61
26-clarence-street-elsternwick-vic-3185-12646931,Middle Brighton Pier and Breakwater,3983.41,451.84
13-47-brighton-road-elwood-vic-3184-16099504,St Kilda (Brookes Jetty),1911.03,257.14
1-80-mitchell-street-brunswick-vic-3056-16104131,Carlton Court House Historic Reserve,4709.7,443.31
3-31-wanda-road-caulfield-north-vic-3161-15230423,Albert Park,4429.74,443.27
205-6-dart-street-highett-vic-3190-16096414,Sandringham Jetty and Breakwater,4903.26,424.23
402-77-abinger-street-richmond-vic-3121-16110511,Lower Yarra River land,1337.77,141.3
10-8-eddy-strret-moonee-ponds-vic-3039-16096123,"Pipemakers, Burndap and Footscay Park Parklands (COM)",3814.06,432.83
425-greenhalghs-road-delacombe-vic-3356-16104213,Flax Mill Swamp Wildlife Reserve (no hunting),8071.64,778.47
3-92-brougham-street-kew-vic-3101-16092388,Yarra Bend Park,1173.76,222.2
7-2-heather-street-south-melbourne-vic-3205-16094728,Albert Park,803.23,148.13
3505-14-16-the-esplanadr-st-kilda-vic-3182-16106828,Albert Park,1137.26,162.21
3-60-serrell-st-malvern-east-vic-3145-16107329,Wattle Park,8632.53,853.75
10-sutton-street-carlton-north-vic-3054-16097594,Carlton Court House Historic Reserve,1585.98,178.32
2-16-vale-st-st-kilda-vic-3182-16108973,Albert Park,1620.15,191.66
16-spring-street-prahran-vic-3181-16109263,Albert Reserve,3459.74,344.8
283-mitta-north-road-eskdale-vic-3701-16100349,Mitta Mitta River K28 Streamside Reserve,2550.28,132.1
4-16-wills-street-glen-iris-vic-3146-16111457,Lower Yarra River land,7003.6,696.93
202-2-separation-street-northcote-vic-3070-16099480,Yarra Bend Park,3304.61,325.39
2-14-rowell-avenue-camberwell-vic-3124-16097609,Wattle Park,4565.06,430.93
4-1458-high-street-glen-iris-vic-3146-16103489,Herring Island,6305.5,577.02
12-8-10-lincoln-road-essendon-vic-3040-16091133,Lower Maribyrnong River land,2283.72,193.65
313-1-brunswick-road-brunswick-east-vic-3057-16099118,Carlton Court House Historic Reserve,2824.7,307.27
100-settlement-road-belmont-vic-3216-16094466,Geelong Telegraph Station Historic Reserve,5159.84,594.39
301-2a-nelson-street-balaclava-vic-3183-16104630,St Kilda (Brookes Jetty),2486.44,354.71
16-silvan-street-oakleigh-south-vic-3167-15400067,Karkarook Park (water authority land),1959.9,254.79
1-255-derby-street-pascoe-vale-vic-3044-15378014,Merri Creek Land (368 Mahoneys Rd),5852.31,451.66
803-222-bay-road-sandringham-vic-3191-16103691,Black Rock Jetty,3167.32,284.04
