rent_address,stop_name,min_distance,min_duration
20a-park-street-pascoe-vale-vic-3044-16100660,Lower Maribyrnong River land,6816.43,673.21
ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,Lower Yarra River land,3423.13,332.67
1-151-glen-huntly-rd-elwood-vic-3184-16095357,St Kilda (Brookes Jetty),2757.16,274.07
214-15-31-batman-street-west-melbourne-vic-3003-14585741,Carlton Court House Historic Reserve,2928.71,346.54
4-15-munro-st-kew-east-vic-3102-16103832,Yarra Valley Parklands (COM),3146.81,402.51
27-clynden-avenue-malvern-east-vic-3145-16105966,Wattle Park,7812.73,733.47
3-21-brickwood-st-brighton-vic-3186-16109290,Middle Brighton Pier and Breakwater,2341.36,271.44
106-8-wells-st-southbank-vic-3006-16110505,Albert Park,1226.76,275.2
29-400-little-collins-street-melbourne-vic-3000-16022489,Carlton Court House Historic Reserve,2750.79,318.74
16-2a-brougham-street-richmond-vic-3121-16094696,Lower Yarra River land,1901.2,199.61
05-07-lambeth-place-st-kilda-vic-3182-16111844,Albert Park,1160.36,165.38
23-palm-street-fairfield-vic-3078-16099457,Yarra Bend Park,2307.95,277.84
7-15-hotham-st-st-kilda-east-vic-3183-16104219,Albert Park,2537.79,288.99
2-424-toorak-road-toorak-vic-3142-16103422,Herring Island,2637.41,298.37
207-2-willis-lane-hampton-east-vic-3188-16093050,Sandringham Jetty and Breakwater,1821.3,245.0
714-11-urquhart-street-coburg-vic-3058-16097143,Yarra Bend Park,9560.73,859.99
409-41-dryburgh-street-west-melbourne-vic-3003-16113705,Carlton Court House Historic Reserve,3418.09,376.89
9-39-eildon-rd-st-kilda-vic-3182-14637707,Albert Park,427.28,64.88
229b-1-19-colombo-street-mitcham-vic-3132-16106908,Mullum Mullum Park,2551.6,349.37
260-adderley-street-west-melbourne-vic-3003-16103206,Carlton Court House Historic Reserve,3375.83,384.92
210-445-royal-parade-parkville-vic-3052-16105650,Carlton Court House Historic Reserve,2755.75,326.4
1-flinders-street-coburg-vic-3058-15138487,Merri Creek Land (368 Mahoneys Rd),7368.87,614.2
3-fortelny-way-moonee-ponds-vic-3039-16103083,"Pipemakers, Burndap and Footscay Park Parklands (COM)",2551.89,348.39
1-2-mill-road-oakleigh-vic-3166-15374846,Karkarook Park (water authority land),4540.27,557.3
3-1-alexandra-avenue-south-yarra-vic-3141-16103763,Princes Warf,1865.95,255.57
5-16-blessington-court-st-kilda-vic-3182-16091470,St Kilda (Brookes Jetty),426.45,49.82
4-82-buckingham-street-richmond-vic-3121-16109770,Lower Yarra River land,871.99,129.92
28-lyons-street-carnegie-vic-3163-16096310,Karkarook Park (water authority land),8028.82,786.86
685-orrong-rd-toorak-vic-3142-16111493,Herring Island,2806.17,305.92
3-119-mcdonald-st-mordialloc-vic-3195-16111302,Mordialloc Pier,1909.89,276.73
21-palermo-street-south-yarra-vic-3141-16099286,Albert Park,2718.92,352.82
2-53-evans-street-brunswick-vic-3056-16092503,Carlton Court House Historic Reserve,3507.38,356.86
2-7-jika-place-richmond-vic-3121-16096685,Lower Yarra River land,1924.3,257.62
1-08-91-dow-street-port-melbourne-vic-3207-16108681,Kerford Road and Lagoon Piers,653.57,97.6
15-99-109-creswick-street-footscray-vic-3011-16105427,"Pipemakers, Burndap and Footscay Park Parklands (COM)",2118.6,249.35
207g-31-napoleon-street-collingwood-vic-3066-16108865,Lower Yarra River land,1728.68,235.69
1-huntley-street-brighton-vic-3186-16110309,Middle Brighton Pier and Breakwater,3168.09,307.32
144-high-st-glen-iris-vic-3146-16092883,Wattle Park,5716.39,530.65
43-bevan-street-albert-park-vic-3206-16109623,Kerford Road and Lagoon Piers,1544.38,181.16
4-26-davis-avenue-south-yarra-vic-3141-16111137,Albert Park,2137.29,304.87
3-15-leman-crescent-noble-park-vic-3174-16104774,Braeside Park,7273.45,766.49
62-hawksburn-road-south-yarra-vic-3141-16109344,Albert Park,3046.63,391.88
1-26-patty-street-mentone-vic-3194-16106737,Ricketts Point Marine Sanctuary,4375.15,413.96
3-60-patrick-street-oakleigh-east-vic-3166-16099764,Karkarook Park (water authority land),7663.68,793.12
2-1845-dandenong-road-oakleigh-east-vic-3166-16092807,Karkarook Park (water authority land),7570.22,786.59
2-22-ellesmere-road-prahran-vic-3181-16112401,Albert Park,2855.37,324.42
104-71-89-hobsons-road-kensington-vic-3031-16111222,Lower Maribyrnong River land,881.52,107.0
111-436-442-huntingdale-road-mount-waverley-vic-3149-16105315,Wattle Park,7541.92,707.2
9-39-studley-park-rd-kew-vic-3101-16110655,Yarra Bend Park,916.47,161.25
10-949-high-street-reservoir-vic-3073-15297144,Merri Creek Park,6520.53,499.37
201-26-30-waltham-street-sandringham-vic-3191-16102732,Sandringham Jetty and Breakwater,1212.46,151.85
109-380-queensberry-street-north-melbourne-vic-3051-14961044,Carlton Court House Historic Reserve,1990.78,239.37
49-spring-road-highett-vic-3190-16111073,Sandringham Jetty and Breakwater,4505.79,397.43
