rent_address,stop_name,min_distance,min_duration
1-204-neerim-road-carnegie-vic-3163-15580163,NULL,NULL,NULL
82-115-neerim-road-glen-huntly-vic-3163-16095621,NULL,NULL,NULL
107-35-camberwell-road-hawthorn-east-vic-3123-16104010,Lower Yarra River land,3326.52,324.94
8-16-marine-parade-st-kilda-vic-3182-16107202,St Kilda (Brookes Jetty),490.37,38.46
1-1-ellesmere-road-windsor-vic-3181-16107246,Albert Park,2976.92,339.0
8-52-pender-street-thornbury-vic-3071-16113012,Yarra Bend Park,4416.52,426.8
12-203-alma-rd-st-kilda-east-vic-3183-16097827,Albert Park,2647.15,286.14
49-pascall-street-mount-waverley-vic-3149-16095717,Dandenong Valley Parklands,5085.93,510.53
02-378-st-georges-road-fitzroy-north-vic-3068-16111995,Yarra Bend Park,3200.79,347.04
513-118-franklin-street-melbourne-vic-3000-15397839,Carlton Court House Historic Reserve,1963.17,241.45
6-164-wattletree-road-malvern-vic-3144-16100356,Herring Island,6307.43,594.21
4-653-park-street-brunswick-vic-3056-16109007,Carlton Court House Historic Reserve,2924.94,307.4
4-25-melrose-drive-wodonga-vic-3690-12527064,Wodonga Regional Park,3032.0,383.35
5-lightfoot-street-richmond-vic-3121-10274422,Lower Yarra River land,592.48,113.66
11-regent-avenue-springvale-vic-3171-16110391,Braeside Park,6208.87,723.01
4-cirrus-close-hampton-park-vic-3976-16112856,Cranbourne Wetlands Nature Conservation Reserve,3736.21,366.79
3-138-mitchell-street-brunswick-vic-3056-16104854,Carlton Court House Historic Reserve,4621.6,464.7
406-631-victoria-street-abbotsford-vic-3067-16102921,Lower Yarra River land,106.23,16.16
101-67-well-street-brighton-vic-3186-16091137,Middle Brighton Pier and Breakwater,2763.65,313.45
2-14-hiscock-street-chadstone-vic-3148-15363745,Wattle Park,6674.39,723.48
20-523-burwood-road-hawthorn-vic-3122-16103788,Lower Yarra River land,2525.93,265.84
4-17-hope-street-glen-iris-vic-3146-16110227,Herring Island,7116.65,568.33
3-1-nangnak-lane-mont-albert-vic-3127-16105157,Wattle Park,4185.21,402.59
1-25-rose-street-armadale-vic-3143-10042843,Herring Island,3861.61,424.21
209-3-elliott-ave-carnegie-vic-3163-16097314,Wattle Park,9198.68,900.53
207-11-13-jackson-street-st-kilda-vic-3182-16103822,Albert Park,758.78,118.31
46-73-river-street-richmond-vic-3121-16094613,Lower Yarra River land,192.36,23.85
8-260-wattletree-road-malvern-vic-3144-16098780,Herring Island,6898.23,614.21
