rent_address,stop_name,min_distance,min_duration
2-109-grange-road-glen-huntly-vic-3163-16091489,NULL,NULL,NULL
608-627-victoria-street-abbotsford-vic-3067-16112055,Lower Yarra River land,206.09,41.05
17-352-victoria-street-north-melbourne-vic-3051-16112376,Carlton Court House Historic Reserve,2224.1,249.61
78-allison-road-elsternwick-vic-3185-16092486,St Kilda (Brookes Jetty),5324.15,523.88
9a-9b-ludwell-crescent-bentleigh-east-vic-3165-16092784,Karkarook Park (water authority land),2856.45,392.68
75-neptune-street-richmond-vic-3121-16110194,Lower Yarra River land,1192.18,151.38
4-17-colac-gr-belmont-vic-3216-15755710,Geelong Telegraph Station Historic Reserve,6269.32,675.98
3-54-hill-street-bentleigh-east-vic-3165-16091798,Karkarook Park (water authority land),3873.23,437.16
3511-151-city-road-southbank-vic-3006-16094411,Albert Park,1761.87,247.54
3-4-spencer-road-camberwell-vic-3124-16091161,Wattle Park,3423.34,328.59
4-8-10-lincoln-road-essendon-vic-3040-16098657,Lower Maribyrnong River land,2283.72,193.65
g03-1271-1273-high-street-malvern-vic-3144-16109656,Herring Island,5816.95,566.2
307-55-cumberland-drive-maribyrnong-vic-3032-16107543,Lower Maribyrnong River land,672.99,106.42
202-39-studley-park-rd-kew-vic-3101-16110655,Yarra Bend Park,916.47,161.25
3-1-frederick-street-caulfield-south-vic-3162-16106461,Middle Brighton Pier and Breakwater,5430.89,551.65
12-kennealy-st-surrey-hills-vic-3127-16112779,Wattle Park,3021.58,326.65
238a-were-street-brighton-east-vic-3187-16110215,Sandringham Jetty and Breakwater,3971.95,426.26
4-22-crimea-street-st-kilda-vic-3182-15808911,Albert Park,1318.46,185.02
5-48-farnham-street-flemington-vic-3031-16103716,Lower Maribyrnong River land,2713.75,338.96
913-1-ascot-vale-road-flemington-vic-3031-14811213,Lower Maribyrnong River land,1631.63,197.03
1-45-neville-st-bentleigh-east-vic-3165-16095004,Karkarook Park (water authority land),4038.88,469.05
30-233-235-canterbury-road-st-kilda-west-vic-3182-16108250,Albert Park,310.7,40.88
1605-6-joseph-road-footscray-vic-3011-16109994,Lower Maribyrnong River land,796.83,103.55
2-9-oak-grove-ripponlea-vic-3185-16100046,St Kilda (Brookes Jetty),3131.58,411.59
29-8-wellington-crescent-east-melbourne-vic-3002-16096702,Princes Warf,2683.19,379.89
6-18-bute-st-murrumbeena-vic-3163-16112065,Karkarook Park (water authority land),6719.74,673.77
2b-waterloo-crescent-st-kilda-vic-3182-16103682,Albert Park,830.85,114.77
10-21-university-street-carlton-vic-3053-10308643,Carlton Court House Historic Reserve,520.35,77.19
108-67-77-hawthorn-road-caulfield-north-vic-3161-16113540,Albert Park,5085.39,444.19
2-1-manatunga-street-clayton-vic-3168-16099845,Karkarook Park (water authority land),7346.63,731.77
67-clarke-street-northcote-vic-3070-16092703,Yarra Bend Park,3181.69,352.47
804-1-olive-york-way-brunswick-west-vic-3055-15357145,Lower Maribyrnong River land,6047.8,637.71
10-arnold-place-wodonga-vic-3690-16109206,Wodonga Bushland Reserve,3976.07,482.66
8-18-mercer-road-armadale-vic-3143-16098674,Herring Island,4915.0,524.0
2-9-virginia-street-springvale-vic-3171-16103573,Braeside Park,6360.54,788.44
43-bent-st-caulfield-south-vic-3162-16093981,Middle Brighton Pier and Breakwater,6052.17,589.3
107-7-9-cowra-street-brighton-vic-3186-16103475,Middle Brighton Pier and Breakwater,2440.21,292.36
7-connell-street-hawthorn-vic-3122-16112571,Lower Yarra River land,781.21,122.78
21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,Yarra Valley Parklands,6435.89,668.04
24-43-caroline-street-south-yarra-vic-3141-16105251,Albert Park,1765.63,244.82
16-42-waterloo-crescent-st-kilda-vic-3182-16112116,Albert Park,953.8,130.26
17-6-adam-street-richmond-vic-3121-16100713,Herring Island,1382.38,159.64
701-101-therry-st-melbourne-vic-3000-16069017,Carlton Court House Historic Reserve,2113.93,235.88
510-77-river-street-south-yarra-vic-3141-16093296,Albert Park,2756.08,339.73
1-107-grosvenor-street-balaclava-vic-3183-16096804,St Kilda (Brookes Jetty),3281.32,405.68
13-7-sutherland-road-armadale-vic-3143-16113177,Albert Park,4089.93,448.97
2-27-leaburn-avenue-caulfield-north-vic-3161-16099564,St Kilda (Brookes Jetty),4297.35,471.75
11-macquarie-road-wodonga-vic-3690-16100280,Fell Timber Creek Nature Conservation Reserve,4426.74,409.63
2-mayrose-crescent-brighton-east-vic-3187-16103263,Sandringham Jetty and Breakwater,3075.33,317.81
4-18-loch-street-coburg-vic-3058-16092618,Yarra Bend Park,8987.26,792.77
2-8-rupert-street-mitcham-vic-3132-16113687,Mullum Mullum Park,3378.55,333.66
1-24-charlton-cres-reservoir-vic-3073-16109817,Gresswell Forest (part a) Nature Conservation Reserve,4192.69,585.84
1a-monica-street-burwood-vic-3125-16097697,Wattle Park,2273.01,274.14
48-clifton-avenue-clifton-hill-vic-3068-16092358,Lower Yarra River land,1321.35,172.99
2-28-millward-street-brunswick-west-vic-3055-16103927,Carlton Court House Historic Reserve,4340.02,443.79
5-256-williams-road-toorak-vic-3142-16098967,Herring Island,3156.02,346.53
706-111-leicester-street-carlton-vic-3053-16108027,Carlton Court House Historic Reserve,1732.16,225.52
105-18-cadow-street-kew-east-vic-3102-16104932,Yarra Bend Park,3343.04,417.65
232-538-little-lonsdale-street-melbourne-vic-3000-16094294,Carlton Court House Historic Reserve,3039.71,376.9
1-3-weebill-court-werribee-vic-3030-14233278,South Base Stone Historic Reserve,5033.82,438.27
4-2-4-jessamine-avenue-prahran-vic-3181-16096629,Albert Park,3622.97,405.53
320-68-la-trobe-street-melbourne-vic-3000-16098385,Carlton Court House Historic Reserve,1566.53,191.45
502-201-high-street-prahran-vic-3181-16108215,Albert Reserve,2195.64,259.63
2-64-park-street-south-yarra-vic-3141-16093045,Albert Park,1335.51,206.07
1412-4-joseph-road-footscray-vic-3011-16106028,Lower Maribyrnong River land,751.15,98.07
2-10-alford-street-brighton-east-vic-3187-16094684,Middle Brighton Pier and Breakwater,2952.91,318.55
1202-620-collins-street-melbourne-vic-3000-16114058,Albert Park,2703.59,380.46
1605-6-joseph-road-footscray-vic-3011-16109994,Lower Maribyrnong River land,796.83,103.55
209-97-palmerston-crescent-south-melbourne-vic-3205-16099232,Albert Park,581.45,119.37
712-68-wests-road-maribyrnong-vic-3032-16093377,Lower Maribyrnong River land,2058.99,233.74
726-warrigal-road-malvern-east-vic-3145-16092294,Wattle Park,6325.47,704.31
6-22-french-avenue-northcote-vic-3070-16099680,Yarra Bend Park,2471.89,231.74
1a-marriott-street-caulfield-vic-3162-16103818,Middle Brighton Pier and Breakwater,6827.56,619.86
8-bevan-street-ormond-vic-3204-16111581,Middle Brighton Pier and Breakwater,4972.53,536.27
309-501-little-collins-street-melbourne-vic-3000-16107439,Albert Park,2725.32,400.41
4-74-darebin-st-heidelberg-vic-3084-16113528,Yarra Valley Parklands,1290.06,159.49
1008-2-claremont-street-south-yarra-vic-3141-14225672,Albert Park,2224.57,308.24
9-26-loch-street-st-kilda-west-vic-3182-16108504,Albert Park,772.99,88.32
203-59-63-warrigal-road-hughesdale-vic-3166-13009899,Karkarook Park (water authority land),4887.83,608.95
177-urquhart-street-coburg-vic-3058-16099429,Yarra Bend Park,8710.37,768.75
811v-162-albert-street-east-melbourne-vic-3002-16096094,Lower Yarra River land,1783.3,234.63
106-273-lygon-street-brunswick-east-vic-3057-16095784,Carlton Court House Historic Reserve,3247.44,319.96
101-108-flinders-street-melbourne-vic-3000-16104629,Princes Warf,2197.72,319.6
20-illawarra-street-williamstown-vic-3016-16104991,Point Gellibrand Heritage Park,787.33,91.75
116-288-albert-street-brunswick-vic-3056-16113457,Carlton Court House Historic Reserve,4298.17,427.9
1005-285-city-road-southbank-vic-3006-16111246,Albert Park,2008.43,270.31
11-406-cardigan-street-carlton-vic-3053-16107251,Carlton Court House Historic Reserve,762.94,80.22
20-greenside-cres-keysborough-vic-3173-16110634,Braeside Park,3126.92,405.83
4-22-magnolia-road-gardenvale-vic-3185-16109985,Middle Brighton Pier and Breakwater,3483.86,376.02
2-40-glenbrook-avenue-clayton-vic-3168-16110582,Karkarook Park (water authority land),7468.0,765.88
6-59-61-ormond-esplanade-elwood-vic-3184-16110347,St Kilda (Brookes Jetty),2209.74,222.38
12-283-royal-parade-parkville-vic-3052-16096882,Carlton Court House Historic Reserve,2359.64,288.08
301-1150-toorak-road-camberwell-vic-3124-16100175,Wattle Park,4082.82,392.79
44-bushlark-drive-carrum-downs-vic-3201-16097673,The Pines Flora and Fauna Reserve,2063.28,164.8
20-2-greenfield-drive-clayton-vic-3168-15740628,Karkarook Park (water authority land),6851.8,807.35
unit-101m-201-powlett-street-east-melbourne-vic-3002-16109142,Lower Yarra River land,1686.1,201.6
106-stratus-street-tarneit-vic-3029-16100986,Werribee Township Regional Park,3950.83,498.9
568-camberwell-road-camberwell-vic-3124-16098540,Wattle Park,4652.59,452.64
399-brunswick-road-brunswick-vic-3056-16091358,Carlton Court House Historic Reserve,4328.7,441.69
304-38-nicholson-street-fitzroy-north-vic-3068-16098711,Carlton Court House Historic Reserve,3349.06,364.18
