rent_address,stop_name,min_distance,min_duration
14-13-rosedale-ave-glen-huntly-vic-3163-16103695,NULL,NULL,NULL
18-park-grove-richmond-vic-3121-16105798,Lower Yarra River land,1063.21,209.95
203-5-7-wilson-street-south-yarra-vic-3141-15197334,Albert Reserve,2579.65,277.77
207-8-burrowes-street-ascot-vale-vic-3032-16105755,"Pipemakers, Burndap and Footscay Park Parklands (COM)",1659.87,216.47
2604-89-gladstone-street-south-melbourne-vic-3205-16097179,Albert Park,2723.28,337.69
5-19-palmer-street-richmond-vic-3121-16098868,Lower Yarra River land,897.8,122.58
1-142-booran-road-caulfield-south-vic-3162-16107934,Karkarook Park (water authority land),9281.71,851.0
1-12-stawell-street-kew-vic-3101-16108050,Yarra Bend Park,909.9,184.28
6-hillside-road-mount-waverley-vic-3149-16099260,Wattle Park,5626.46,515.97
1101-77-river-street-south-yarra-vic-3141-15537769,Albert Park,2756.08,339.73
504-649-chapel-street-south-yarra-vic-3141-16097235,Albert Park,2682.93,335.61
25-maple-walk-moonee-ponds-vic-3039-16097397,"Pipemakers, Burndap and Footscay Park Parklands (COM)",3451.77,381.8
12-murray-street-richmond-vic-3121-16103776,Lower Yarra River land,1284.38,172.25
801-8-joseph-road-footscray-vic-3011-16109999,Lower Maribyrnong River land,805.35,104.57
5-32-bay-street-brighton-vic-3186-16104811,Middle Brighton Pier and Breakwater,668.65,85.77
14-rosella-road-parkdale-vic-3195-16103628,Mordialloc Pier,1601.49,227.32
1-velra-ave-murrumbeena-vic-3163-16091106,Karkarook Park (water authority land),4619.59,475.37
3-outlook-drive-kalorama-vic-3766-16093096,Dandenong Ranges National Park,964.08,231.38
202-8-blanche-street-st-kilda-vic-3182-16095573,Albert Park,1006.88,131.68
7-norwood-rd-caulfield-north-vic-3161-16111976,Albert Park,3413.87,366.98
1-3-7-sebastopol-street-st-kilda-east-vic-3183-16104975,Albert Park,2348.41,261.65
2-21-munro-st-hawthorn-east-vic-3123-16108516,Lower Yarra River land,3624.74,399.73
g07-12-14-dickens-street-elwood-vic-3184-16098537,St Kilda (Brookes Jetty),1724.27,300.85
4-32-power-street-hawthorn-vic-3122-16103495,Lower Yarra River land,1231.07,175.6
6-labassa-grove-caulfield-north-vic-3161-16110340,Albert Park,3713.47,359.04
1713-25-therry-street-melbourne-vic-3000-16097001,Carlton Court House Historic Reserve,1664.08,203.09
c306-11-shamrock-street-abbotsford-vic-3067-16103805,Lower Yarra River land (addition) Park,47.45,11.39
1b-hazel-grove-pascoe-vale-vic-3044-16098940,Merri Creek Land (368 Mahoneys Rd),7879.52,617.34
74-myers-parade-altona-meadows-vic-3028-16094320,Altona Meadows Natural Features Reserve,2289.26,266.83
1e-wilmot-street-malvern-vic-3144-16095645,Herring Island,9867.9,812.32
1-9-poets-grove-elwood-vic-3184-16100027,St Kilda (Brookes Jetty),2911.42,324.85
3-1845-dandenong-road-oakleigh-east-vic-3166-16092754,Karkarook Park (water authority land),7570.22,786.59
south-melbourne-vic-3205-15842582,Albert Park,889.44,154.23
6-fairview-drive-cheltenham-vic-3192-16111130,Black Rock Jetty,4052.08,393.79
1-8-10-lincoln-road-essendon-vic-3040-16095553,Lower Maribyrnong River land,2283.72,193.65
476b-sydney-road-brunswick-vic-3056-16101831,Carlton Court House Historic Reserve,4433.89,420.1
unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,Albert Park,2550.43,360.75
4-5-winton-road-malvern-east-vic-3145-16103745,Wattle Park,7696.83,727.47
33-theodore-avenue-noble-park-vic-3174-16104719,Braeside Park,4642.19,535.28
24-macpherson-street-carlton-north-vic-3054-16092806,Carlton Court House Historic Reserve,2164.71,244.64
801-8-joseph-road-footscray-vic-3011-16109999,Lower Maribyrnong River land,805.35,104.57
26-hastings-road-hawthorn-east-vic-3123-16107338,Lower Yarra River land,4436.71,413.72
3-54-kooyong-road-caulfield-north-vic-3161-16104819,Albert Park,4213.74,405.26
1-5-te-arai-ave-st-kilda-east-vic-3183-16103327,Albert Park,3101.66,342.0
9-clapperton-street-bentleigh-vic-3204-16092512,Middle Brighton Pier and Breakwater,4720.05,510.15
348-gooch-street-thornbury-vic-3071-16099884,Yarra Bend Park,3804.3,412.39
508-216-rouse-street-port-melbourne-vic-3207-16108824,Kerford Road and Lagoon Piers,950.33,121.72
2-6-8-keogh-court-pascoe-vale-vic-3044-16099318,Merri Creek Land (368 Mahoneys Rd),7066.94,599.95
816-101-therry-st-melbourne-vic-3000-16068338,Carlton Court House Historic Reserve,2113.93,235.88
26-cummins-road-brighton-east-vic-3187-16105212,Sandringham Jetty and Breakwater,4624.61,454.18
30-390-queen-street-altona-meadows-vic-3028-16110953,Altona Meadows Natural Features Reserve,2567.95,267.41
16-york-street-caulfield-south-vic-3162-16112581,Middle Brighton Pier and Breakwater,4527.9,469.04
19-160-grange-road-carnegie-vic-3163-16092925,Karkarook Park (water authority land),8574.48,803.59
1404-4-joseph-road-footscray-vic-3011-15362715,Lower Maribyrnong River land,751.15,98.07
808-2-joseph-road-footscray-vic-3011-15874277,Lower Maribyrnong River land,679.18,89.43
4-13-blackburn-street-surrey-hills-vic-3127-16109055,Wattle Park,2702.15,301.27
208-611-sydney-road-brunswick-vic-3056-15144017,Carlton Court House Historic Reserve,4903.95,467.61
24-prospect-hill-road-camberwell-vic-3124-16092042,Lower Yarra River land,4415.12,450.29
21-findon-crescent-kew-vic-3101-16113943,Lower Yarra River land,924.0,111.78
114-4-acacia-place-abbotsford-vic-3067-16097009,Lower Yarra River land,0.19,0.04
