rent_address,stop_name,min_distance,min_duration
806-296-victoria-parade-east-melbourne-vic-3002-13799976,Lower Yarra River land,2361.54,293.42
63-monash-ave-balwyn-vic-3103-16111877,Part Yarra Valley Parklands,4122.02,440.26
3-40-glenbrook-avenue-clayton-vic-3168-16111672,Karkarook Park (water authority land),7468.0,765.88
8-1091-burke-road-hawthorn-east-vic-3123-16096688,Lower Yarra River land,4235.74,415.49
g07-3-claire-street-mckinnon-vic-3204-15478778,Karkarook Park (water authority land),6665.32,636.63
2-147-lawrence-street-wodonga-vic-3690-16107639,Wodonga Regional Park,2898.16,328.87
1-368-graham-street-port-melbourne-vic-3207-16093260,Kerford Road and Lagoon Piers,1763.87,232.41
413-11-urquhart-street-coburg-vic-3058-15467995,Yarra Bend Park,9560.73,859.99
9-40-ormond-road-elwood-vic-3184-16104855,St Kilda (Brookes Jetty),2149.8,221.48
4-470-punt-road-south-yarra-vic-3141-16111404,Albert Park,1901.24,245.07
313-394-collins-street-melbourne-vic-3000-15401052,Albert Park,2748.37,396.86
306-267-277-lygon-street-brunswick-vic-3056-16099911,Carlton Court House Historic Reserve,3247.44,319.96
145a-church-street-brighton-vic-3186-16108276,Middle Brighton Pier and Breakwater,1973.38,260.76
4-19-milton-street-elwood-vic-3184-16106784,St Kilda (Brookes Jetty),1980.8,301.78
4-92-brougham-street-kew-vic-3101-16092405,Yarra Bend Park,1176.12,222.54
33-bell-street-fitzroy-vic-3065-16110446,Carlton Court House Historic Reserve,1014.1,184.32
5-8-john-street-elwood-vic-3184-16106183,St Kilda (Brookes Jetty),2236.38,374.17
21-high-street-kew-vic-3101-16111438,Lower Yarra River land,1146.8,127.5
213-albert-street-brunswick-vic-3056-16112143,Carlton Court House Historic Reserve,3972.45,419.4
10-798-warrigal-road-malvern-east-vic-3145-16103154,Karkarook Park (water authority land),5939.87,718.54
3-188-bay-road-sandringham-vic-3191-16112438,Black Rock Jetty,2790.9,252.99
28-somerset-road-glen-iris-vic-3146-16108831,Wattle Park,4530.77,462.95
6-5-winifred-essendon-vic-3040-16105691,Lower Maribyrnong River land,3524.54,342.71
2-12-chastleton-avenue-toorak-vic-3142-16111165,Herring Island,1819.16,217.69
42-321-chapel-street-prahran-vic-3181-16094332,Albert Reserve,2226.89,236.34
2-7-ormond-road-ormond-vic-3204-16096904,Karkarook Park (water authority land),7213.45,711.25
1215-7-claremont-street-south-yarra-vic-3141-16108496,Albert Park,2754.65,397.51
11-115-victoria-rd-hawthorn-east-vic-3123-16099268,Lower Yarra River land,3927.12,394.51
2-6-charlotte-place-st-kilda-vic-3182-16104068,Albert Park,1375.08,188.02
1-16-darling-street-south-yarra-vic-3141-16100628,Albert Park,2125.04,268.97
208-20-station-street-highett-vic-3190-16092254,Karkarook Park,4746.73,566.59
35-mahla-avenue-wollert-vic-3750-16092524,Plenty Gorge Parklands,11049.6,1138.37
5-61-stanley-street-west-melbourne-vic-3003-16105408,Carlton Court House Historic Reserve,3052.68,373.28
204-294-lygon-street-brunswick-east-vic-3057-15429522,Carlton Court House Historic Reserve,3377.83,335.04
16-rossmoyne-street-thornbury-vic-3071-16107643,Yarra Bend Park,4846.95,403.52
4-peter-st-south-yarra-vic-3141-16111285,Albert Reserve,1942.82,233.26
2-17-railway-parade-murrumbeena-vic-3163-16109008,Karkarook Park (water authority land),6944.57,692.7
1-2-cunningham-place-oakleigh-south-vic-3167-16094025,Karkarook Park (water authority land),2385.99,270.91
204-27-the-avenue-windsor-vic-3181-16103482,Albert Reserve,2872.99,325.74
3-28a-carlisle-crescent-hughesdale-vic-3166-15840574,Karkarook Park (water authority land),6198.8,601.13
