,rent_address,stop_name,min_distance,min_duration,postcode,price
205,47-bedford-street-collingwood-vic-3066-16105364,Lower Yarra River land,1640.33,245.33,3066,550.0
206,206-470-smith-street-collingwood-vic-3066-16095724,Carlton Court House Historic Reserve,2042.35,275.37,3066,430.0
207,303-11-hoddle-street-collingwood-vic-3066-16093268,Lower Yarra River land,1072.79,130.38,3066,390.0
208,1-127-cambridge-street-collingwood-vic-3066-16091234,Lower Yarra River land,1472.17,225.43,3066,900.0
209,71-84-trenerry-crescent-abbotsford-vic-3067-16110976,Lower Yarra River land,244.09,39.46,3067,550.0
210,608-627-victoria-street-abbotsford-vic-3067-16112055,Lower Yarra River land,206.09,41.05,3067,450.0
211,c306-11-shamrock-street-abbotsford-vic-3067-16103805,Lower Yarra River land (addition) Park,47.45,11.39,3067,550.0
212,13-trenerry-crescent-abbotsford-vic-3067-14338216,Lower Yarra River land,161.19,26.47,3067,1080.0
213,722-627-victoria-street-abbotsford-vic-3067-16102907,Lower Yarra River land,206.09,41.05,3067,400.0
214,114-4-acacia-place-abbotsford-vic-3067-16097009,Lower Yarra River land,0.19,0.04,3067,475.0
215,406-631-victoria-street-abbotsford-vic-3067-16102921,Lower Yarra River land,106.23,16.16,3067,650.0
216,6-241-nicholson-street-abbotsford-vic-3067-11018248,Lower Yarra River land,550.99,65.99,3067,340.0
217,814-4-acacia-place-abbotsford-vic-3067-16097710,Lower Yarra River land,0.19,0.04,3067,380.0
218,112-4-acacia-place-abbotsford-vic-3067-16104805,Lower Yarra River land,0.19,0.04,3067,795.0
219,201a-8-grosvenor-street-abbotsford-vic-3067-16093576,Lower Yarra River land (addition) Park,174.46,41.87,3067,410.0
220,12-valiant-street-abbotsford-vic-3067-16098146,Lower Yarra River land,827.16,121.08,3067,975.0
221,1108-20-shamrock-street-abbotsford-vic-3067-15091677,Lower Yarra River land (addition) Park,16.88,4.05,3067,530.0
222,103-38-nicholson-street-fitzroy-north-vic-3068-16097154,Carlton Court House Historic Reserve,3349.06,364.18,3068,375.0
223,g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,Carlton Court House Historic Reserve,3258.11,353.6,3068,590.0
224,478-wellington-street-clifton-hill-vic-3068-16105769,Lower Yarra River land,2257.19,309.2,3068,480.0
225,45-mckean-street-fitzroy-north-vic-3068-16092855,Carlton Court House Historic Reserve,2298.85,348.12,3068,550.0
226,304-38-nicholson-street-fitzroy-north-vic-3068-16098711,Carlton Court House Historic Reserve,3349.06,364.18,3068,550.0
227,108a-queens-parade-fitzroy-north-vic-3068-16113014,Carlton Court House Historic Reserve,2099.48,300.28,3068,650.0
228,02-378-st-georges-road-fitzroy-north-vic-3068-16111995,Yarra Bend Park,3200.79,347.04,3068,450.0
229,15-queen-street-fitzroy-north-vic-3068-16098797,Carlton Court House Historic Reserve,3451.63,396.56,3068,635.0
230,48-clifton-avenue-clifton-hill-vic-3068-16092358,Lower Yarra River land,1321.35,172.99,3068,650.0
231,304-11-reid-street-fitzroy-north-vic-3068-16098276,Carlton Court House Historic Reserve,2172.88,240.63,3068,450.0
232,8-133-clarke-street-northcote-vic-3070-16091779,Yarra Bend Park,2848.02,306.87,3070,340.0
233,9a-spencer-street-northcote-vic-3070-16103679,Yarra Bend Park,4158.46,469.77,3070,645.0
234,121-5-beavers-road-northcote-vic-3070-16088994,Yarra Bend Park,3699.05,375.41,3070,485.0
235,207-2-6-mccutcheon-street-northcote-vic-3070-15874383,Yarra Bend Park,3563.48,357.72,3070,500.0
236,29-turnball-grove-northcote-vic-3070-16110278,Yarra Bend Park,3631.35,379.37,3070,610.0
237,6-22-french-avenue-northcote-vic-3070-16099680,Yarra Bend Park,2471.89,231.74,3070,680.0
238,8-victoria-road-northcote-vic-3070-16093432,Yarra Bend Park,991.74,99.69,3070,680.0
239,2-274-st-georges-road-northcote-vic-3070-16113021,Yarra Bend Park,4560.04,449.23,3070,570.0
240,67-clarke-street-northcote-vic-3070-16092703,Yarra Bend Park,3181.69,352.47,3070,650.0
