rent_address,stop_name,min_distance,min_duration
20-davison-street-richmond-vic-3121-6782699,Lower Yarra River land,289.1,49.53
8-pindari-drive-bayswater-vic-3153-16113044,Healesville Freeway Reserve,4562.53,408.26
6-27-gladwyn-avenue-bentleigh-east-vic-3165-15284183,Karkarook Park (water authority land),5497.98,565.04
41-balgowlah-avenue-keysborough-vic-3173-16104670,Braeside Park,4373.46,497.74
9-parer-street-oakleigh-vic-3166-16093353,Karkarook Park (water authority land),4998.73,534.01
4-16-toward-street-murrumbeena-vic-3163-16094879,Karkarook Park (water authority land),6739.4,663.2
101-96-curzon-street-north-melbourne-vic-3051-16099695,Carlton Court House Historic Reserve,2708.19,297.74
4-11-allambee-avenue-camberwell-vic-3124-16100759,Wattle Park,3032.85,309.39
206-470-smith-street-collingwood-vic-3066-16095724,Carlton Court House Historic Reserve,2042.35,275.37
165-patterson-road-bentleigh-vic-3204-16096720,Karkarook Park (water authority land),4010.34,483.64
71-balcombe-drive-mount-martha-vic-3934-16113110,Fossil Beach Geological Reserve,3468.41,298.88
2b-donald-street-brunswick-vic-3056-16094762,Carlton Court House Historic Reserve,5505.43,511.55
3-kingsley-grove-mount-waverley-vic-3149-16098328,Karkarook Park (water authority land),8918.52,875.53
7-2-graham-street-port-melbourne-vic-3207-16107609,Kerford Road and Lagoon Piers,646.74,86.55
19-60-wattletree-road-armadale-vic-3143-16109919,Albert Park,4317.12,442.93
303-960-high-street-armadale-vic-3143-16100725,Herring Island,4820.12,469.44
4-28-banksia-street-clayton-vic-3168-16109082,Karkarook Park (water authority land),6792.71,712.37
1-150-grange-road-alphington-vic-3078-16099545,Yarra Bend Park,2144.62,258.14
19-32-queens-road-melbourne-vic-3004-16099040,Albert Reserve,575.77,75.46
3-allan-street-brunswick-vic-3056-16091524,Carlton Court House Historic Reserve,3311.39,327.92
9-17-st-leondards-avenue-st-kilda-vic-3182-16110829,Albert Park,1158.35,200.19
79-buckingham-street-richmond-vic-3121-16100639,Lower Yarra River land,876.5,130.74
69-brighton-street-richmond-vic-3121-16096202,Parks Victoria Depot - Barkly Ave Park,2445.13,245.62
110-raglan-street-preston-vic-3072-16103893,Yarra Bend Park,4913.18,444.95
2-26-may-park-avenue-ashwood-vic-3147-16112429,Wattle Park,4733.54,476.37
78a-teddington-road-hampton-vic-3188-16105795,Sandringham Jetty and Breakwater,4372.04,387.15
39-lawrence-street-wodonga-vic-3690-16114126,Proposed Murray River Park (part),2680.91,325.0
2-melville-avenue-newtown-vic-3220-16090991,Geelong Telegraph Station Historic Reserve,3090.62,354.49
7-1-duncraig-avenue-armadale-vic-3143-16107324,Albert Park,4831.28,477.24
g01-8-carroll-street-richmond-vic-3121-16105144,Lower Yarra River land,2485.96,243.16
27-ellsworth-crescent-camberwell-vic-3124-16093229,Wattle Park,2207.39,304.92
10-chucklecreek-lane-armstrong-creek-vic-3217-16110820,Lake Connewarre Wildlife Reserve (hunting),2892.89,425.09
33-broomfield-road-hawthorn-east-vic-3123-16098753,Lower Yarra River land,3839.69,370.05
5-548-moreland-road-brunswick-west-vic-3055-16109592,Lower Maribyrnong River land,5432.68,538.28
22-174-peel-street-windsor-vic-3181-16109077,Albert Park,1559.52,240.25
32-632-st-kilda-road-melbourne-vic-3004-16091641,Albert Reserve,1193.81,165.98
3-14-carmichael-road-oakleigh-east-vic-3166-16091410,Karkarook Park (water authority land),7560.05,801.87
1109-2-joseph-road-footscray-vic-3011-15421439,Lower Maribyrnong River land,679.18,89.43
2-413a-waverley-road-malvern-east-vic-3145-16112451,Wattle Park,7526.41,752.6
702-74-queens-road-melbourne-vic-3004-16113717,Albert Reserve,930.13,128.01
1003-225-elizabeth-street-melbourne-vic-3000-16111540,Carlton Court House Historic Reserve,2494.24,326.73
9-62-wattletree-road-armadale-vic-3143-16091210,Albert Park,4431.73,435.33
207-2-6-mccutcheon-street-northcote-vic-3070-15874383,Yarra Bend Park,3563.48,357.72
72-austin-crescent-pascoe-vale-vic-3044-16108578,Merri Creek Land (368 Mahoneys Rd),7950.3,665.63
29-1066-lygon-street-carlton-north-vic-3054-16099369,Carlton Court House Historic Reserve,2069.79,218.47
4-31-33-o-connor-street-brunswick-east-vic-3057-16109419,Carlton Court House Historic Reserve,3211.28,329.13
304-708-burwood-rd-hawthorn-vic-3122-16096604,Lower Yarra River land,3359.3,335.06
23-11-auburn-gr-hawthorn-east-vic-3123-16106129,Lower Yarra River land,3165.52,324.94
12-55-alexandra-street-st-kilda-east-vic-3183-16096796,Albert Park,2652.94,287.97
308-71-canterbury-street-richmond-vic-3121-14973757,Lower Yarra River land,1550.02,178.45
2-116-anderson-street-south-yarra-vic-3141-16100924,Princes Warf,2041.31,275.75
304a-33-inkerman-st-st-kilda-vic-3182-16104398,Albert Park,909.63,111.45
10-katta-court-ashwood-vic-3147-16092329,Wattle Park,5611.98,535.87
3-20-parkers-rd-parkdale-vic-3195-16096970,Mordialloc Pier,2262.56,248.95
102-8a-evergreen-mews-armadale-vic-3143-16098928,Herring Island,3921.64,424.45
304-152-peel-street-windsor-vic-3181-16108695,Albert Park,1783.37,268.93
20-sycamore-street-caulfield-south-vic-3162-16111960,Middle Brighton Pier and Breakwater,4751.66,481.96
27-4-wando-grove-st-kilda-east-vic-3183-16098295,Albert Park,3174.8,360.45
305-1200-high-street-malvern-vic-3144-15192944,Herring Island,5268.6,513.3
78-oakover-road-preston-vic-3072-16096755,Yarra Bend Park,6595.38,616.92
3604-568-collins-street-melbourne-vic-3000-16102990,Albert Park,2854.29,398.55
15-gibdon-street-burnley-vic-3121-16105787,Herring Island,1088.27,124.38
19-552-moreland-road-brunswick-west-vic-3055-16112090,Lower Maribyrnong River land,5401.96,535.51
71-amelia-street-brunswick-vic-3056-16111322,Carlton Court House Historic Reserve,2964.73,322.78
4-71-esplanade-west-port-melbourne-vic-3207-16092101,Kerford Road and Lagoon Piers,868.31,120.54
