rent_address,stop_name,min_distance,min_duration
211-2a-clarence-street-malvern-east-vic-3145-16106072,Herring Island,8262.65,730.42
5-68-edgar-street-north-glen-iris-vic-3146-16105927,Herring Island,5876.35,554.48
2-62-screen-street-frankston-vic-3199-16094995,Bunarong Natural Features Reserve,2221.81,513.22
1-41-kooyong-rd-caulfield-north-vic-3161-16113276,Albert Park,4192.75,400.03
13-raglan-street-port-melbourne-vic-3207-16096777,Kerford Road and Lagoon Piers,2023.13,245.45
312-57-spencer-street-docklands-vic-3008-16108605,Albert Park,2803.27,399.93
3-brisbane-street-murrumbeena-vic-3163-16099765,Wattle Park,7999.79,820.8
g04-66-waterloo-road-northcote-vic-3070-16108577,Yarra Bend Park,2769.14,324.16
3-197-auburn-road-hawthorn-vic-3122-16096743,Lower Yarra River land,3154.0,314.92
9a-rosamond-street-balaclava-vic-3183-16098659,St Kilda (Brookes Jetty),2185.93,295.58
623-539-st-kilda-road-melbourne-vic-3000-16110078,Albert Reserve,565.42,91.9
1108-20-shamrock-street-abbotsford-vic-3067-15091677,Lower Yarra River land (addition) Park,16.88,4.05
13-112-riversdale-road-hawthorn-vic-3122-16106515,Lower Yarra River land,2872.08,290.76
501-243-franklin-street-melbourne-vic-3000-16098203,Carlton Court House Historic Reserve,2250.19,280.2
206-801-whitehorse-road-mont-albert-vic-3127-16107016,Wattle Park,4172.76,393.59
6-33-grove-rd-hawthorn-vic-3122-16094567,Lower Yarra River land,1055.7,134.69
9-21-rockley-road-south-yarra-vic-3141-16109121,Albert Park,2973.99,378.88
7-6-ripon-grove-elsternwick-vic-3185-16100128,St Kilda (Brookes Jetty),3576.03,422.67
9-182-hawdon-street-heidelberg-vic-3084-16105331,Yarra Valley Parklands,1572.8,182.21
7-162-brighton-road-ripponlea-vic-3185-16100540,St Kilda (Brookes Jetty),3423.54,375.05
5-selbourne-street-hawthorn-vic-3122-16100969,Lower Yarra River land,2995.67,365.16
14-3-balston-street-balaclava-vic-3183-16112313,Albert Park,2346.19,264.36
38-vermont-street-wodonga-vic-3690-16093688,Wodonga Regional Park,3043.17,436.71
g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,Carlton Court House Historic Reserve,3258.11,353.6
203-120-hotham-street-st-kilda-east-vic-3183-16098448,St Kilda (Brookes Jetty),3035.58,378.45
3-43-gillies-street-fairfield-vic-3078-16100715,Yarra Bend Park,3174.01,345.97
205-1-redhill-terrace-doncaster-east-vic-3109-16094041,Yarra Valley Parklands,4012.19,465.76
28-rimmington-way-rockbank-vic-3335-16099477,Mount Cottrell Nature Conservation Reserve,3320.87,334.51
124-abbott-st-sandringham-vic-3191-16111338,Sandringham Jetty and Breakwater,2169.67,214.76
15-queen-street-fitzroy-north-vic-3068-16098797,Carlton Court House Historic Reserve,3451.63,396.56
2-2-rae-court-prahran-vic-3181-16092519,Albert Park,2962.52,338.51
303-88-beaconsfield-parade-albert-park-vic-3206-16095682,Kerford Road and Lagoon Piers,395.3,50.66
14-lesney-street-richmond-vic-3121-16111270,Lower Yarra River land,2504.22,248.72
147-patterson-road-bentleigh-vic-3204-16099099,Karkarook Park (water authority land),4188.79,498.93
2-4-prior-rd-malvern-east-vic-3145-16096071,Wattle Park,6575.78,748.52
