rent_address,school_name,min_distance,min_duration
20-2-greenfield-drive-clayton-vic-3168-15740628,Avoca Primary School,1013.68,198.21
unit-101m-201-powlett-street-east-melbourne-vic-3002-16109142,Allansford and District Primary School,439.14,58.85
106-stratus-street-tarneit-vic-3029-16100986,Avenel Primary School,3341.18,361.3
568-camberwell-road-camberwell-vic-3124-16098540,Alberton Primary School,1340.06,125.06
399-brunswick-road-brunswick-vic-3056-16091358,Avoca Primary School,523.58,60.5
304-38-nicholson-street-fitzroy-north-vic-3068-16098711,Warrandyte Primary School,361.88,39.74
409-85-market-street-south-melbourne-vic-3205-16092256,Allansford and District Primary School,624.8,106.72
51-carrington-road-niddrie-vic-3042-16112270,Allansford and District Primary School,1302.16,245.4
103-16-malane-street-bentleigh-east-vic-3165-16098175,Avenel Primary School,1194.33,116.19
401-408-lonsdale-street-melbourne-vic-3000-16014585,Warrandyte Primary School,803.16,97.51
218-71-abinger-street-richmond-vic-3121-16094828,Warrandyte Primary School,458.92,71.57
7-74-south-street-wodonga-vic-3690-16091669,Avoca Primary School,949.14,133.29
49-64-fitzroy-street-st-kilda-vic-3182-16095131,Alberton Primary School,204.44,43.16
18-29-george-street-east-melbourne-vic-3002-16108770,Avenel Primary School,797.89,109.42
4-65-paxton-street-malvern-east-vic-3145-16108869,Warrandyte Primary School,804.84,72.98
478-wellington-street-clifton-hill-vic-3068-16105769,Warrandyte Primary School,336.23,42.93
4-30-mitford-street-st-kilda-vic-3182-16099536,Warrandyte Primary School,151.44,36.34
15-39-41-wellington-street-st-kilda-vic-3182-16110681,Alberton Primary School,795.4,117.29
158-burnley-street-richmond-vic-3121-13706826,Belmont Primary School,383.71,70.59
1-296-inkerman-st-st-kilda-east-vic-3183-16106154,Bacchus Marsh Primary School,339.56,49.01
5-297-st-kilda-street-brighton-vic-3186-16092184,Allansford and District Primary School,1294.4,151.98
21-dover-street-richmond-vic-3121-16103850,Alberton Primary School,1184.18,173.13
16a-plunket-street-brighton-east-vic-3187-16099058,Alberton Primary School,508.52,44.6
17-1-acland-street-st-kilda-vic-3182-16108171,Alberton Primary School,783.58,126.07
2-abeckett-street-prahran-vic-3181-16095838,Avenel Primary School,541.01,70.4
101-1443-dandenong-road-malvern-east-vic-3145-16113756,Alberton Primary School,384.15,57.7
6-18-ireland-street-west-melbourne-vic-3003-16093709,Avoca Primary School,956.79,124.98
1204-33-clarke-street-southbank-vic-3006-16093367,Allansford and District Primary School,962.77,134.03
57-lord-st-richmond-vic-3121-16112934,Warrandyte Primary School,634.21,113.64
2-274-st-georges-road-northcote-vic-3070-16113021,Avoca Primary School,681.72,85.25
17-228-the-avenue-parkville-vic-3052-16104553,Alberton Primary School,1506.39,224.31
89b-ruskin-street-elwood-vic-3184-16092997,Avenel Primary School,594.62,127.9
404-70-batesford-road-chadstone-vic-3148-16094741,Allansford and District Primary School,1110.82,169.73
45-victoria-street-brunswick-east-vic-3057-16105604,Allansford and District Primary School,605.66,104.29
36a-featherby-way-altona-meadows-vic-3028-16110093,Alberton Primary School,904.09,93.7
16-174-toorak-road-west-south-yarra-vic-3141-16097614,Avoca Primary School,246.86,37.41
level-2-5-9-martin-street-heidelberg-vic-3084-16103734,Allansford and District Primary School,430.63,55.91
73-fraser-street-richmond-vic-3121-16091575,Avenel Primary School,781.09,97.69
57-lincoln-street-richmond-vic-3121-16092170,Avoca Primary School,601.88,126.33
45-mckean-street-fitzroy-north-vic-3068-16092855,Warrandyte Primary School,663.22,113.97
4-264-bluff-road-sandringham-vic-3191-16092529,Allansford and District Primary School,204.58,34.7
7-walters-street-brunswick-vic-3056-16101017,Alberton Primary School,669.67,71.55
20-flourish-walk-doreen-vic-3754-16109319,Alberton Primary School,608.25,98.83
217-222-bay-road-sandringham-vic-3191-16103690,Alberton Primary School,592.97,108.44
4010-639-lonsdale-street-melbourne-vic-3000-16091026,Allansford and District Primary School,654.44,103.89
6-374-dandenong-road-caulfield-north-vic-3161-16111921,Avoca Primary School,302.02,29.18
4-492-plenty-road-preston-vic-3072-16103925,Avoca Primary School,844.95,101.64
76-allison-road-elsternwick-vic-3185-16105190,Belmont Primary School,634.57,107.93
3-29-mernda-ave-carnegie-vic-3163-16103178,Allansford and District Primary School,760.88,97.7
2-bennett-street-deepdene-vic-3103-16104504,Allansford and District Primary School,489.39,60.62
1b-laura-grove-mount-waverley-vic-3149-16096160,Avoca Primary School,453.17,68.33
10-208-210-high-street-templestowe-lower-vic-3107-16091613,Alberton Primary School,720.84,61.5
33-nimmo-street-middle-park-vic-3206-16111553,Alberton Primary School,583.16,89.48
11-ridder-court-dingley-village-vic-3172-16104299,Alberton Primary School,1877.03,270.04
1-3-guthrie-street-brunswick-west-vic-3055-16103784,Allansford and District Primary School,600.21,86.43
47-speight-street-thornbury-vic-3071-16094346,Alberton Primary School,307.58,54.08
4-14-enfield-road-brighton-vic-3186-16106550,Avenel Primary School,1378.88,214.32
18-11-17-park-street-st-kilda-west-vic-3182-16099197,Alberton Primary School,657.82,101.57
6-518-bluff-rd-hampton-vic-3188-16103170,Avoca Primary School,229.69,15.03
17-watson-street-glen-iris-vic-3146-16104587,Alberton Primary School,1393.81,120.21
203-1298-glen-huntly-road-carnegie-vic-3163-16106830,Alberton Primary School,271.47,23.27
6-241-nicholson-street-abbotsford-vic-3067-11018248,Avenel Primary School,789.76,112.96
5-23-camira-street-malvern-east-vic-3145-15363345,Alberton Primary School,989.4,125.65
1411-250-elizabeth-street-melbourne-vic-3000-16092022,Bacchus Marsh Primary School,866.52,101.11
3-16-eildon-road-st-kilda-vic-3182-16110741,Alberton Primary School,1058.57,182.61
2-876-hampton-street-brighton-vic-3186-16109894,Alberton Primary School,1097.56,116.59
