rent_address,school_name,min_distance,min_duration
808-250-city-road-southbank-vic-3006-16103830,Allansford and District Primary School,1348.24,174.32
7a-fraser-street-bentleigh-east-vic-3165-16104506,Allansford and District Primary School,1178.06,185.96
4008-45-clarke-street-southbank-vic-3006-16098289,Allansford and District Primary School,931.7,129.89
8-yuille-street-brighton-vic-3186-16105002,Warrandyte Primary School,825.05,148.15
1-339-brunswick-road-brunswick-vic-3056-16096511,Avoca Primary School,714.81,64.21
18-park-grove-richmond-vic-3121-16105798,Alberton Primary School,1288.44,240.44
203-5-7-wilson-street-south-yarra-vic-3141-15197334,Alberton Primary School,827.98,86.17
207-8-burrowes-street-ascot-vale-vic-3032-16105755,Allansford and District Primary School,438.72,52.52
2604-89-gladstone-street-south-melbourne-vic-3205-16097179,Alberton Primary School,127.59,20.4
5-19-palmer-street-richmond-vic-3121-16098868,Avenel Primary School,352.22,71.8
1-142-booran-road-caulfield-south-vic-3162-16107934,Avoca Primary School,700.37,71.54
1-12-stawell-street-kew-vic-3101-16108050,Warrandyte Primary School,682.21,84.84
6-hillside-road-mount-waverley-vic-3149-16099260,Warrandyte Primary School,544.56,46.54
1101-77-river-street-south-yarra-vic-3141-15537769,Avoca Primary School,81.54,13.59
504-649-chapel-street-south-yarra-vic-3141-16097235,Avoca Primary School,59.75,10.23
25-maple-walk-moonee-ponds-vic-3039-16097397,Allansford and District Primary School,1125.1,137.84
12-murray-street-richmond-vic-3121-16103776,Warrandyte Primary School,676.45,119.99
801-8-joseph-road-footscray-vic-3011-16109999,Allansford and District Primary School,568.21,77.66
14-13-rosedale-ave-glen-huntly-vic-3163-16103695,Alberton Primary School,503.64,56.38
5-32-bay-street-brighton-vic-3186-16104811,Avoca Primary School,1123.65,140.31
14-rosella-road-parkdale-vic-3195-16103628,Alberton Primary School,1349.16,192.2
1-velra-ave-murrumbeena-vic-3163-16091106,Alberton Primary School,687.58,78.27
3-outlook-drive-kalorama-vic-3766-16093096,Alberton Primary School,3241.73,436.9
202-8-blanche-street-st-kilda-vic-3182-16095573,Avenel Primary School,1109.56,188.44
7-norwood-rd-caulfield-north-vic-3161-16111976,Avoca Primary School,441.1,61.22
1-3-7-sebastopol-street-st-kilda-east-vic-3183-16104975,Bacchus Marsh Primary School,721.39,85.2
2-21-munro-st-hawthorn-east-vic-3123-16108516,Avoca Primary School,850.75,106.67
g07-12-14-dickens-street-elwood-vic-3184-16098537,Allansford and District Primary School,409.62,98.3
4-32-power-street-hawthorn-vic-3122-16103495,Avoca Primary School,715.76,113.09
6-labassa-grove-caulfield-north-vic-3161-16110340,Alberton Primary School,1019.71,68.2
1713-25-therry-street-melbourne-vic-3000-16097001,Bacchus Marsh Primary School,667.09,90.87
c306-11-shamrock-street-abbotsford-vic-3067-16103805,Allansford and District Primary School,970.9,130.46
1b-hazel-grove-pascoe-vale-vic-3044-16098940,Alberton Primary School,266.83,27.04
74-myers-parade-altona-meadows-vic-3028-16094320,Alberton Primary School,1677.7,169.44
1e-wilmot-street-malvern-vic-3144-16095645,Avenel Primary School,1253.06,112.61
1-9-poets-grove-elwood-vic-3184-16100027,Allansford and District Primary School,463.73,109.13
3-1845-dandenong-road-oakleigh-east-vic-3166-16092754,Alberton Primary School,1133.95,161.26
south-melbourne-vic-3205-15842582,Warrandyte Primary School,556.93,70.44
6-fairview-drive-cheltenham-vic-3192-16111130,Berwick Primary School,1939.8,209.06
1-8-10-lincoln-road-essendon-vic-3040-16095553,Avenel Primary School,421.32,53.99
476b-sydney-road-brunswick-vic-3056-16101831,Alberton Primary School,322.79,40.08
unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,Avoca Primary School,988.67,127.82
4-5-winton-road-malvern-east-vic-3145-16103745,Allansford and District Primary School,703.89,93.82
33-theodore-avenue-noble-park-vic-3174-16104719,Warrandyte Primary School,798.86,111.07
24-macpherson-street-carlton-north-vic-3054-16092806,Allansford and District Primary School,924.59,141.29
1205-8-joseph-road-footscray-vic-3011-16096365,Allansford and District Primary School,568.21,77.66
26-hastings-road-hawthorn-east-vic-3123-16107338,Warrandyte Primary School,477.88,57.03
3-54-kooyong-road-caulfield-north-vic-3161-16104819,Alberton Primary School,807.83,89.61
1-5-te-arai-ave-st-kilda-east-vic-3183-16103327,Avenel Primary School,665.89,75.61
9-clapperton-street-bentleigh-vic-3204-16092512,Avoca Primary School,893.61,126.6
348-gooch-street-thornbury-vic-3071-16099884,Alberton Primary School,1126.45,182.22
508-216-rouse-street-port-melbourne-vic-3207-16108824,Allansford and District Primary School,964.03,162.73
2-6-8-keogh-court-pascoe-vale-vic-3044-16099318,Warrandyte Primary School,689.31,165.43
816-101-therry-st-melbourne-vic-3000-16068338,Warrandyte Primary School,619.91,78.53
26-cummins-road-brighton-east-vic-3187-16105212,Warrandyte Primary School,1050.0,114.3
30-390-queen-street-altona-meadows-vic-3028-16110953,Alberton Primary School,601.25,53.77
16-york-street-caulfield-south-vic-3162-16112581,Avoca Primary School,459.16,110.19
19-160-grange-road-carnegie-vic-3163-16092925,Allansford and District Primary School,167.23,22.41
1404-4-joseph-road-footscray-vic-3011-15362715,Allansford and District Primary School,538.41,74.09
808-2-joseph-road-footscray-vic-3011-15874277,Allansford and District Primary School,610.37,82.72
4-13-blackburn-street-surrey-hills-vic-3127-16109055,Avenel Primary School,188.81,20.7
208-611-sydney-road-brunswick-vic-3056-15144017,Allansford and District Primary School,789.07,96.58
24-prospect-hill-road-camberwell-vic-3124-16092042,Alberton Primary School,759.71,114.2
21-findon-crescent-kew-vic-3101-16113943,Alberton Primary School,1570.73,155.5
114-4-acacia-place-abbotsford-vic-3067-16097009,Allansford and District Primary School,917.87,111.34
806-296-victoria-parade-east-melbourne-vic-3002-13799976,Avoca Primary School,775.67,118.84
63-monash-ave-balwyn-vic-3103-16111877,Avoca Primary School,936.21,94.07
3-40-glenbrook-avenue-clayton-vic-3168-16111672,Alberton Primary School,1014.62,132.01
8-1091-burke-road-hawthorn-east-vic-3123-16096688,Belmont Primary School,19.51,2.01
g07-3-claire-street-mckinnon-vic-3204-15478778,Allansford and District Primary School,854.72,73.72
2-147-lawrence-street-wodonga-vic-3690-16107639,Alberton Primary School,824.6,101.92
1-368-graham-street-port-melbourne-vic-3207-16093260,Alberton Primary School,644.96,125.07
413-11-urquhart-street-coburg-vic-3058-15467995,Avoca Primary School,134.9,32.37
9-40-ormond-road-elwood-vic-3184-16104855,Avoca Primary School,418.88,58.11
4-470-punt-road-south-yarra-vic-3141-16111404,Avoca Primary School,540.79,65.73
313-394-collins-street-melbourne-vic-3000-15401052,Avoca Primary School,697.7,85.25
306-267-277-lygon-street-brunswick-vic-3056-16099911,Alberton Primary School,1240.91,105.98
145a-church-street-brighton-vic-3186-16108276,Alberton Primary School,598.16,93.23
4-19-milton-street-elwood-vic-3184-16106784,Warrandyte Primary School,719.67,157.06
4-92-brougham-street-kew-vic-3101-16092405,Belmont Primary School,126.8,18.26
33-bell-street-fitzroy-vic-3065-16110446,Bacchus Marsh Primary School,467.58,87.71
5-8-john-street-elwood-vic-3184-16106183,Allansford and District Primary School,529.25,127.02
21-high-street-kew-vic-3101-16111438,Avoca Primary School,859.1,100.04
213-albert-street-brunswick-vic-3056-16112143,Allansford and District Primary School,321.4,42.5
10-798-warrigal-road-malvern-east-vic-3145-16103154,Alberton Primary School,803.47,99.61
