rent_address,school_name,min_distance,min_duration
20a-park-street-pascoe-vale-vic-3044-16100660,Avoca Primary School,1169.98,143.25
ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,Belmont Primary School,685.86,82.52
1-151-glen-huntly-rd-elwood-vic-3184-16095357,Allansford and District Primary School,597.74,141.28
214-15-31-batman-street-west-melbourne-vic-3003-14585741,Allansford and District Primary School,461.78,61.05
4-15-munro-st-kew-east-vic-3102-16103832,Alberton Primary School,594.61,82.86
27-clynden-avenue-malvern-east-vic-3145-16105966,Warrandyte Primary School,846.37,82.17
3-21-brickwood-st-brighton-vic-3186-16109290,Allansford and District Primary School,191.32,45.92
106-8-wells-st-southbank-vic-3006-16110505,Alberton Primary School,684.35,145.48
29-400-little-collins-street-melbourne-vic-3000-16022489,Avenel Primary School,573.43,73.2
16-2a-brougham-street-richmond-vic-3121-16094696,Bacchus Marsh Primary School,145.37,27.32
05-07-lambeth-place-st-kilda-vic-3182-16111844,Bacchus Marsh Primary School,573.56,46.25
23-palm-street-fairfield-vic-3078-16099457,Alberton Primary School,986.8,162.28
7-15-hotham-st-st-kilda-east-vic-3183-16104219,Warrandyte Primary School,575.41,69.75
2-424-toorak-road-toorak-vic-3142-16103422,Alberton Primary School,1381.24,133.18
207-2-willis-lane-hampton-east-vic-3188-16093050,Alberton Primary School,566.72,86.75
714-11-urquhart-street-coburg-vic-3058-16097143,Avoca Primary School,134.9,32.37
409-41-dryburgh-street-west-melbourne-vic-3003-16113705,Allansford and District Primary School,1622.4,263.53
9-39-eildon-rd-st-kilda-vic-3182-14637707,Alberton Primary School,532.79,90.23
229b-1-19-colombo-street-mitcham-vic-3132-16106908,Allansford and District Primary School,352.4,38.85
260-adderley-street-west-melbourne-vic-3003-16103206,Avoca Primary School,1172.9,148.27
210-445-royal-parade-parkville-vic-3052-16105650,Allansford and District Primary School,1541.91,230.71
1-flinders-street-coburg-vic-3058-15138487,Allansford and District Primary School,297.18,32.65
3-fortelny-way-moonee-ponds-vic-3039-16103083,Alberton Primary School,467.73,101.06
1-2-mill-road-oakleigh-vic-3166-15374846,Allansford and District Primary School,196.95,38.04
2-1-alexandra-avenue-south-yarra-vic-3141-16106940,Alberton Primary School,413.9,59.49
5-16-blessington-court-st-kilda-vic-3182-16091470,Alberton Primary School,940.73,199.19
4-82-buckingham-street-richmond-vic-3121-16109770,Avoca Primary School,438.09,89.89
28-lyons-street-carnegie-vic-3163-16096310,Allansford and District Primary School,369.96,39.38
685-orrong-rd-toorak-vic-3142-16111493,Allansford and District Primary School,687.1,57.65
3-119-mcdonald-st-mordialloc-vic-3195-16111302,Alberton Primary School,1085.62,140.2
21-palermo-street-south-yarra-vic-3141-16099286,Allansford and District Primary School,509.17,82.45
2-53-evans-street-brunswick-vic-3056-16092503,Allansford and District Primary School,783.56,109.04
2-7-jika-place-richmond-vic-3121-16096685,Avenel Primary School,767.52,107.99
1-08-91-dow-street-port-melbourne-vic-3207-16108681,Avoca Primary School,841.56,134.2
15-99-109-creswick-street-footscray-vic-3011-16105427,Alberton Primary School,266.4,33.93
207g-31-napoleon-street-collingwood-vic-3066-16108865,Belmont Primary School,424.03,92.28
1-huntley-street-brighton-vic-3186-16110309,Alberton Primary School,676.92,131.23
144-high-st-glen-iris-vic-3146-16092883,Avoca Primary School,673.72,76.67
43-bevan-street-albert-park-vic-3206-16109623,Alberton Primary School,437.95,65.23
4-26-davis-avenue-south-yarra-vic-3141-16111137,Alberton Primary School,531.02,84.57
3-15-leman-crescent-noble-park-vic-3174-16104774,Avenel Primary School,217.3,52.15
62-hawksburn-road-south-yarra-vic-3141-16109344,Avoca Primary School,799.05,117.62
1-26-patty-street-mentone-vic-3194-16106737,Allansford and District Primary School,758.7,119.11
3-60-patrick-street-oakleigh-east-vic-3166-16099764,Alberton Primary School,1229.35,165.96
2-1845-dandenong-road-oakleigh-east-vic-3166-16092807,Alberton Primary School,1133.95,161.26
2-22-ellesmere-road-prahran-vic-3181-16112401,Warrandyte Primary School,619.32,72.32
104-71-89-hobsons-road-kensington-vic-3031-16111222,Alberton Primary School,1562.69,220.22
111-436-442-huntingdale-road-mount-waverley-vic-3149-16105315,Allansford and District Primary School,931.93,83.4
9-39-studley-park-rd-kew-vic-3101-16110655,Alberton Primary School,1079.66,167.74
10-949-high-street-reservoir-vic-3073-15297144,Alberton Primary School,296.08,67.76
201-26-30-waltham-street-sandringham-vic-3191-16102732,Alberton Primary School,733.56,111.14
109-380-queensberry-street-north-melbourne-vic-3051-14961044,Belmont Primary School,140.02,27.73
49-spring-road-highett-vic-3190-16111073,Warrandyte Primary School,218.07,54.56
608-627-victoria-street-abbotsford-vic-3067-16112055,Avoca Primary School,751.19,104.17
17-352-victoria-street-north-melbourne-vic-3051-16112376,Belmont Primary School,120.55,14.91
78-allison-road-elsternwick-vic-3185-16092486,Belmont Primary School,676.59,115.32
9a-9b-ludwell-crescent-bentleigh-east-vic-3165-16092784,Avoca Primary School,758.64,135.59
75-neptune-street-richmond-vic-3121-16110194,Avenel Primary School,841.55,137.17
4-17-colac-gr-belmont-vic-3216-15755710,Avoca Primary School,330.38,38.5
3-54-hill-street-bentleigh-east-vic-3165-16091798,Avoca Primary School,938.11,100.08
3511-151-city-road-southbank-vic-3006-16094411,Allansford and District Primary School,758.23,112.2
3-4-spencer-road-camberwell-vic-3124-16091161,Alberton Primary School,393.62,46.32
4-8-10-lincoln-road-essendon-vic-3040-16098657,Avenel Primary School,421.32,53.99
g03-1271-1273-high-street-malvern-vic-3144-16109656,Avoca Primary School,117.92,12.13
307-55-cumberland-drive-maribyrnong-vic-3032-16107543,Alberton Primary School,1098.23,158.21
202-39-studley-park-rd-kew-vic-3101-16110655,Alberton Primary School,1079.66,167.74
3-1-frederick-street-caulfield-south-vic-3162-16106461,Belmont Primary School,303.57,33.58
12-kennealy-st-surrey-hills-vic-3127-16112779,Alberton Primary School,1009.05,139.17
238a-were-street-brighton-east-vic-3187-16110215,Alberton Primary School,1451.41,178.85
4-22-crimea-street-st-kilda-vic-3182-15808911,Ballarat Primary School (Dana Street),452.91,51.19
5-48-farnham-street-flemington-vic-3031-16103716,Bacchus Marsh Primary School,470.97,66.38
913-1-ascot-vale-road-flemington-vic-3031-14811213,Allansford and District Primary School,731.16,76.65
1-45-neville-st-bentleigh-east-vic-3165-16095004,Avenel Primary School,975.55,120.65
30-233-235-canterbury-road-st-kilda-west-vic-3182-16108250,Alberton Primary School,416.21,66.24
1605-6-joseph-road-footscray-vic-3011-16109994,Allansford and District Primary School,559.68,76.64
2-9-oak-grove-ripponlea-vic-3185-16100046,Avenel Primary School,754.79,78.61
29-8-wellington-crescent-east-melbourne-vic-3002-16096702,Allansford and District Primary School,1194.79,167.28
6-18-bute-st-murrumbeena-vic-3163-16112065,Allansford and District Primary School,1524.23,181.52
2b-waterloo-crescent-st-kilda-vic-3182-16103682,Allansford and District Primary School,801.49,127.53
10-21-university-street-carlton-vic-3053-10308643,Avoca Primary School,518.5,63.67
108-67-77-hawthorn-road-caulfield-north-vic-3161-16113540,Alberton Primary School,352.63,23.08
2-1-manatunga-street-clayton-vic-3168-16099845,Allansford and District Primary School,557.54,108.81
67-clarke-street-northcote-vic-3070-16092703,Avenel Primary School,529.18,66.33
804-1-olive-york-way-brunswick-west-vic-3055-15357145,Allansford and District Primary School,585.74,68.19
10-arnold-place-wodonga-vic-3690-16109206,Alberton Primary School,1190.77,136.44
8-18-mercer-road-armadale-vic-3143-16098674,Avenel Primary School,788.06,120.01
2-9-virginia-street-springvale-vic-3171-16103573,Alberton Primary School,577.31,102.07
43-bent-st-caulfield-south-vic-3162-16093981,Alberton Primary School,319.57,61.56
107-7-9-cowra-street-brighton-vic-3186-16103475,Allansford and District Primary School,1159.07,186.8
7-connell-street-hawthorn-vic-3122-16112571,Alberton Primary School,635.48,88.04
21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,Allansford and District Primary School,892.47,76.28
24-43-caroline-street-south-yarra-vic-3141-16105251,Avoca Primary School,405.18,65.48
16-42-waterloo-crescent-st-kilda-vic-3182-16112116,Allansford and District Primary School,924.44,143.01
