,rent_address,school_name,min_distance,min_duration,postcode,price
263,23-palm-street-fairfield-vic-3078-16099457,Alberton Primary School,986.8,162.28,3078,890.0
264,201-21-mills-boulevard-alphington-vic-3078-16094987,Allansford and District Primary School,1008.81,184.12,3078,540.0
265,3-43-gillies-street-fairfield-vic-3078-16100715,Warrandyte Primary School,363.51,87.24,3078,290.0
266,3-91-livingstone-street-ivanhoe-vic-3079-16097930,Warrandyte Primary School,785.75,80.54,3079,365.0
267,4-74-darebin-st-heidelberg-vic-3084-16113528,Alberton Primary School,572.25,98.83,3084,450.0
268,level-2-5-9-martin-street-heidelberg-vic-3084-16103734,Allansford and District Primary School,430.63,55.91,3084,440.0
269,9-182-hawdon-street-heidelberg-vic-3084-16105331,Alberton Primary School,833.05,105.35,3084,670.0
270,3-1a-wimba-avenue-kew-vic-3101-16100819,Alberton Primary School,619.52,59.55,3101,475.0
271,202-39-studley-park-rd-kew-vic-3101-16110655,Alberton Primary School,1079.66,167.74,3101,595.0
272,21-findon-crescent-kew-vic-3101-16113943,Alberton Primary School,1570.73,155.5,3101,1600.0
273,3-92-brougham-street-kew-vic-3101-16092388,Belmont Primary School,124.45,17.92,3101,1200.0
274,2-grace-court-kew-vic-3101-16095943,Allansford and District Primary School,1324.91,134.89,3101,920.0
275,9-39-studley-park-rd-kew-vic-3101-16110655,Alberton Primary School,1079.66,167.74,3101,595.0
276,1-12-stawell-street-kew-vic-3101-16108050,Warrandyte Primary School,682.21,84.84,3101,700.0
277,21-high-street-kew-vic-3101-16111438,Avoca Primary School,859.1,100.04,3101,700.0
278,4-92-brougham-street-kew-vic-3101-16092405,Belmont Primary School,126.8,18.26,3101,1100.0
279,g09-59-earl-street-kew-vic-3101-14910454,Allansford and District Primary School,1124.98,100.17,3101,395.0
280,19-asquith-street-kew-vic-3101-16113258,Alberton Primary School,623.56,62.89,3101,720.0
281,5-33-parkhill-road-kew-vic-3101-16112182,Allansford and District Primary School,1132.46,97.2,3101,650.0
282,4-15-munro-st-kew-east-vic-3102-16103832,Alberton Primary School,594.61,82.86,3102,550.0
283,46-elm-grove-kew-east-vic-3102-16099817,Allansford and District Primary School,1182.65,190.21,3102,720.0
284,6-8-clyde-street-kew-east-vic-3102-16106556,Avoca Primary School,883.64,153.38,3102,400.0
285,105-18-cadow-street-kew-east-vic-3102-16104932,Avoca Primary School,402.45,96.59,3102,475.0
286,3-17-munro-st-kew-east-vic-3102-16104263,Alberton Primary School,612.38,85.43,3102,900.0
287,6-eyre-st-balwyn-vic-3103-16095631,Alberton Primary School,520.46,45.12,3103,1300.0
288,2-bennett-street-deepdene-vic-3103-16104504,Allansford and District Primary School,489.39,60.62,3103,1175.0
289,63-monash-ave-balwyn-vic-3103-16111877,Avoca Primary School,936.21,94.07,3103,800.0
290,101-20-weir-street-balwyn-vic-3103-16106435,Avenel Primary School,642.04,81.82,3103,400.0
291,128-gordon-street-balwyn-vic-3103-16091813,Alberton Primary School,1009.82,97.82,3103,1100.0
292,110-182-whitehorse-road-balwyn-vic-3103-15840276,Alberton Primary School,713.31,91.96,3103,360.0
293,44-elliott-ave-balwyn-vic-3103-16105752,Avenel Primary School,1025.49,111.82,3103,590.0
294,23-bolinda-road-balwyn-north-vic-3104-16098242,Avenel Primary School,445.17,70.75,3104,600.0
295,10-208-210-high-street-templestowe-lower-vic-3107-16091613,Alberton Primary School,720.84,61.5,3107,400.0
296,717-101-tram-road-doncaster-vic-3108-16103524,Alberton Primary School,711.79,123.21,3108,500.0
297,1-383-serpells-road-doncaster-east-vic-3109-16111336,Alberton Primary School,1006.23,199.82,3109,600.0
298,21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,Allansford and District Primary School,892.47,76.28,3109,365.0
299,205-1-redhill-terrace-doncaster-east-vic-3109-16094041,Avenel Primary School,1770.13,242.79,3109,500.0
300,211-7-red-hill-terrace-doncaster-east-vic-3109-16092464,Avenel Primary School,1843.25,260.33,3109,440.0
301,50-thea-grove-doncaster-east-vic-3109-16094598,Allansford and District Primary School,760.3,138.5,3109,480.0
302,2-7-jika-place-richmond-vic-3121-16096685,Avenel Primary School,767.52,107.99,3121,540.0
303,75-cutter-street-richmond-vic-3121-16105791,Avenel Primary School,1428.63,181.2,3121,750.0
304,34-abinger-street-richmond-vic-3121-16096038,Bacchus Marsh Primary School,415.02,70.09,3121,500.0
305,15-gibdon-street-burnley-vic-3121-16105787,Allansford and District Primary School,1820.97,228.35,3121,770.0
306,104-71-abinger-street-richmond-vic-3121-16096988,Warrandyte Primary School,458.92,71.57,3121,500.0
307,40-wellington-street-richmond-vic-3121-16094652,Avoca Primary School,833.24,147.24,3121,780.0
308,6-44-type-street-richmond-vic-3121-16099000,Belmont Primary School,765.49,107.79,3121,330.0
309,14-lesney-street-richmond-vic-3121-16111270,Alberton Primary School,530.95,81.62,3121,725.0
310,94-lennox-street-richmond-vic-3121-16113257,Allansford and District Primary School,101.88,10.48,3121,700.0
311,4-82-buckingham-street-richmond-vic-3121-16109770,Avoca Primary School,438.09,89.89,3121,450.0
312,158-burnley-street-richmond-vic-3121-13706826,Belmont Primary School,383.71,70.59,3121,825.0
313,402-77-abinger-street-richmond-vic-3121-16110511,Warrandyte Primary School,473.33,75.03,3121,640.0
314,308-71-canterbury-street-richmond-vic-3121-14973757,Alberton Primary School,1096.59,174.6,3121,515.0
315,301-27-dickmann-street-richmond-vic-3121-16112647,Warrandyte Primary School,536.42,63.83,3121,600.0
316,79-buckingham-street-richmond-vic-3121-16100639,Avoca Primary School,442.61,90.7,3121,850.0
317,69-brighton-street-richmond-vic-3121-16096202,Alberton Primary School,106.87,25.65,3121,650.0
318,429-burnley-street-richmond-vic-3121-16100386,Alberton Primary School,1597.32,231.11,3121,925.0
319,18-park-grove-richmond-vic-3121-16105798,Alberton Primary School,1288.44,240.44,3121,550.0
320,11-shamrock-street-richmond-vic-3121-16091440,Alberton Primary School,303.38,72.81,3121,695.0
321,19-canterbury-street-richmond-vic-3121-16096668,Belmont Primary School,984.62,126.93,3121,700.0
322,2-81-abinger-street-richmond-vic-3121-16099075,Warrandyte Primary School,503.85,86.96,3121,800.0
323,20-davison-street-richmond-vic-3121-6782699,Allansford and District Primary School,468.74,94.21,3121,550.0
324,218-71-abinger-street-richmond-vic-3121-16094828,Warrandyte Primary School,458.92,71.57,3121,575.0
325,304-27-dickmann-street-richmond-vic-3121-16113260,Warrandyte Primary School,536.42,63.83,3121,595.0
326,5-4-little-buckingham-street-richmond-vic-3121-16099408,Avenel Primary School,661.2,64.72,3121,840.0
327,5-19-palmer-street-richmond-vic-3121-16098868,Avenel Primary School,352.22,71.8,3121,700.0
328,57-lincoln-street-richmond-vic-3121-16092170,Avoca Primary School,601.88,126.33,3121,640.0
329,3-17-moorhouse-street-richmond-vic-3121-13330833,Avenel Primary School,552.07,73.31,3121,650.0
330,16-2a-brougham-street-richmond-vic-3121-16094696,Bacchus Marsh Primary School,145.37,27.32,3121,420.0
331,75-neptune-street-richmond-vic-3121-16110194,Avenel Primary School,841.55,137.17,3121,650.0
332,73-fraser-street-richmond-vic-3121-16091575,Avenel Primary School,781.09,97.69,3121,645.0
333,57-lord-st-richmond-vic-3121-16112934,Warrandyte Primary School,634.21,113.64,3121,1300.0
334,98a-stawell-street-richmond-vic-3121-16104417,Warrandyte Primary School,1215.54,170.16,3121,525.0
335,6-183-coppin-street-richmond-vic-3121-16105773,Avenel Primary School,848.54,92.55,3121,340.0
336,5-lightfoot-street-richmond-vic-3121-10274422,Warrandyte Primary School,780.69,123.22,3121,650.0
337,13a-laity-street-richmond-vic-3121-16099660,Alberton Primary School,709.87,109.56,3121,1200.0
338,3-52-baker-street-richmond-vic-3121-16098254,Avoca Primary School,668.62,141.92,3121,400.0
339,46-73-river-street-richmond-vic-3121-16094613,Avoca Primary School,547.79,62.98,3121,425.0
340,607-253-bridge-road-richmond-vic-3121-16100906,Bacchus Marsh Primary School,487.62,64.49,3121,420.0
341,12-murray-street-richmond-vic-3121-16103776,Warrandyte Primary School,676.45,119.99,3121,640.0
342,21-dover-street-richmond-vic-3121-16103850,Alberton Primary School,1184.18,173.13,3121,650.0
343,17-6-adam-street-richmond-vic-3121-16100713,Alberton Primary School,1662.8,232.9,3121,325.0
344,g01-8-carroll-street-richmond-vic-3121-16105144,Bacchus Marsh Primary School,661.84,96.06,3121,465.0
345,4-3-finchley-court-hawthorn-vic-3122-16104849,Avoca Primary School,268.35,38.54,3122,450.0
346,109-39-riversdale-road-hawthorn-vic-3122-16109227,Belmont Primary School,354.18,47.65,3122,600.0
347,6-33-grove-rd-hawthorn-vic-3122-16094567,Avoca Primary School,707.03,101.0,3122,430.0
348,13-23-power-street-hawthorn-vic-3122-16092614,Avoca Primary School,513.02,66.13,3122,325.0
349,8-1b-kinkora-road-hawthorn-vic-3122-16104258,Avoca Primary School,645.0,82.03,3122,380.0
350,16-197-auburn-road-hawthorn-vic-3122-16109889,Allansford and District Primary School,673.96,52.38,3122,350.0
351,34-589-glenferrie-road-hawthorn-vic-3122-16094937,Alberton Primary School,161.64,18.63,3122,265.0
352,3-197-auburn-road-hawthorn-vic-3122-16096743,Allansford and District Primary School,673.96,52.38,3122,310.0
353,9-312-316-barkers-road-hawthorn-vic-3122-16109610,Warrandyte Primary School,527.61,61.83,3122,725.0
354,10-edlington-street-hawthorn-vic-3122-16113945,Avoca Primary School,530.13,42.66,3122,800.0
355,5-selbourne-street-hawthorn-vic-3122-16100969,Avoca Primary School,515.63,102.62,3122,715.0
356,304-708-burwood-rd-hawthorn-vic-3122-16096604,Avoca Primary School,879.25,72.52,3122,650.0
357,103-567-569-glenferrie-road-hawthorn-vic-3122-16108509,Avoca Primary School,30.21,2.17,3122,525.0
358,10-henrietta-st-hawthorn-vic-3122-16094383,Avoca Primary School,231.89,23.63,3122,900.0
359,104-77-riversdale-road-hawthorn-vic-3122-16100086,Avoca Primary School,371.73,26.76,3122,1175.0
360,18-112-riversdale-road-hawthorn-vic-3122-16108055,Avoca Primary School,438.05,31.54,3122,350.0
361,5-56-58-burwood-road-hawthorn-vic-3122-16096828,Warrandyte Primary School,372.24,47.65,3122,375.0
362,4-32-power-street-hawthorn-vic-3122-16103495,Avoca Primary School,715.76,113.09,3122,350.0
363,7-connell-street-hawthorn-vic-3122-16112571,Alberton Primary School,635.48,88.04,3122,895.0
364,13-112-riversdale-road-hawthorn-vic-3122-16106515,Avoca Primary School,438.05,31.54,3122,460.0
365,2-70-power-street-hawthorn-vic-3122-16075968,Belmont Primary School,553.78,75.19,3122,470.0
366,20-523-burwood-road-hawthorn-vic-3122-16103788,Avoca Primary School,45.87,3.3,3122,550.0
367,2-31-33-caroline-street-hawthorn-east-vic-3123-16109612,Avoca Primary School,868.15,102.86,3123,370.0
368,209-8-montrose-street-hawthorn-east-vic-3123-16109618,Allansford and District Primary School,560.06,53.51,3123,400.0
369,107-35-camberwell-road-hawthorn-east-vic-3123-16104010,Belmont Primary School,782.48,90.25,3123,625.0
370,2-119-victoria-road-hawthorn-east-vic-3123-16091571,Allansford and District Primary School,583.68,77.05,3123,390.0
371,11-115-victoria-rd-hawthorn-east-vic-3123-16099268,Alberton Primary School,678.77,89.25,3123,310.0
372,12-2-freeman-street-hawthorn-east-vic-3123-16099575,Alberton Primary School,401.69,80.67,3123,275.0
373,23-11-auburn-gr-hawthorn-east-vic-3123-16106129,Allansford and District Primary School,685.48,62.4,3123,420.0
374,2-21-munro-st-hawthorn-east-vic-3123-16108516,Avoca Primary School,850.75,106.67,3123,425.0
375,33-broomfield-road-hawthorn-east-vic-3123-16098753,Avenel Primary School,1278.05,113.95,3123,1000.0
376,304-708-burwood-rd-hawthorn-east-vic-3123-16096604,Avoca Primary School,879.25,72.52,3123,650.0
377,8-1091-burke-road-hawthorn-east-vic-3123-16096688,Belmont Primary School,19.51,2.01,3123,370.0
378,26-hastings-road-hawthorn-east-vic-3123-16107338,Warrandyte Primary School,477.88,57.03,3123,810.0
379,6-30-munro-st-hawthorn-east-vic-3123-16112646,Avenel Primary School,759.85,76.87,3123,495.0
380,ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,Belmont Primary School,685.86,82.52,3123,615.0
381,1-3-crescent-road-camberwell-vic-3124-16096867,Alberton Primary School,640.92,88.64,3124,495.0
382,3-aisbett-ave-camberwell-vic-3124-16109108,Allansford and District Primary School,570.16,67.89,3124,700.0
383,9-pine-camberwell-vic-3124-16112483,Alberton Primary School,1327.06,170.11,3124,1150.0
384,14-thomas-st-camberwell-vic-3124-16106434,Alberton Primary School,203.87,22.26,3124,1600.0
385,g02-555-burke-road-camberwell-vic-3124-16095744,Allansford and District Primary School,1119.47,89.03,3124,650.0
386,3-4-spencer-road-camberwell-vic-3124-16091161,Alberton Primary School,393.62,46.32,3124,465.0
387,301-1150-toorak-road-camberwell-vic-3124-16100175,Alberton Primary School,763.61,99.83,3124,450.0
388,24-prospect-hill-road-camberwell-vic-3124-16092042,Alberton Primary School,759.71,114.2,3124,1100.0
389,4-gilmour-road-camberwell-vic-3124-16106772,Alberton Primary School,819.83,92.61,3124,900.0
390,4-105-wattle-valley-road-camberwell-vic-3124-16105634,Warrandyte Primary School,340.95,28.82,3124,395.0
391,43-cochrane-avenue-camberwell-vic-3124-16109593,Allansford and District Primary School,1186.16,107.26,3124,1250.0
392,54-athelstan-road-camberwell-vic-3124-16104500,Alberton Primary School,587.53,87.54,3124,975.0
393,4-11-allambee-avenue-camberwell-vic-3124-16100759,Warrandyte Primary School,850.89,90.53,3124,530.0
394,568-camberwell-road-camberwell-vic-3124-16098540,Alberton Primary School,1340.06,125.06,3124,550.0
395,2-14-rowell-avenue-camberwell-vic-3124-16097609,Alberton Primary School,727.81,105.66,3124,600.0
396,27-ellsworth-crescent-camberwell-vic-3124-16093229,Avoca Primary School,1012.03,218.82,3124,810.0
397,202-555-burke-road-camberwell-vic-3124-16109562,Allansford and District Primary School,1119.47,89.03,3124,680.0
398,1a-monica-street-burwood-vic-3125-16097697,Allansford and District Primary School,735.05,144.43,3125,730.0
399,2e-hopetoun-avenue-canterbury-vic-3126-16099464,Avenel Primary School,1006.39,120.44,3126,750.0
400,78-wattle-valley-rd-canterbury-vic-3126-16109321,Alberton Primary School,314.77,34.34,3126,1100.0
401,31-rubens-grove-canterbury-vic-3126-16112358,Avenel Primary School,266.25,37.66,3126,1400.0
402,12-kennealy-st-surrey-hills-vic-3127-16112779,Alberton Primary School,1009.05,139.17,3127,1500.0
403,3-34-durham-road-surrey-hills-vic-3127-16103162,Alberton Primary School,958.57,120.78,3127,395.0
404,206-801-whitehorse-road-mont-albert-vic-3127-16107016,Alberton Primary School,1074.16,123.71,3127,550.0
405,1-969-riversdale-road-surrey-hills-vic-3127-16099850,Alberton Primary School,807.45,69.38,3127,500.0
406,3-1-nangnak-lane-mont-albert-vic-3127-16105157,Allansford and District Primary School,1086.6,132.71,3127,640.0
407,201-43-zetland-road-mont-albert-vic-3127-16092749,Alberton Primary School,1299.6,165.02,3127,730.0
408,g02-178-union-rd-surrey-hills-vic-3127-16103762,Avenel Primary School,341.09,24.56,3127,390.0
409,937-riversdale-road-surrey-hills-vic-3127-16095527,Allansford and District Primary School,1089.94,94.8,3127,550.0
410,4-13-blackburn-street-surrey-hills-vic-3127-16109055,Avenel Primary School,188.81,20.7,3127,430.0
411,8-27-oxford-street-box-hill-vic-3128-16098733,Alberton Primary School,1645.82,183.74,3128,580.0
412,205-6-8-wellington-road-box-hill-vic-3128-16110292,Alberton Primary School,1295.97,219.6,3128,400.0
413,1-52-medway-street-box-hill-vic-3128-16112906,Avoca Primary School,1298.78,141.74,3128,370.0
414,88-surrey-road-blackburn-north-vic-3130-16112949,Allansford and District Primary School,710.88,88.98,3130,600.0
415,2-11-barrina-street-blackburn-south-vic-3130-16107646,Allansford and District Primary School,1089.16,173.07,3130,750.0
416,2-8-rupert-street-mitcham-vic-3132-16113687,Alberton Primary School,1198.94,109.49,3132,360.0
417,229b-1-19-colombo-street-mitcham-vic-3132-16106908,Allansford and District Primary School,352.4,38.85,3132,330.0
418,2-ritz-street-vermont-south-vic-3133-15960853,Allansford and District Primary School,509.64,96.18,3133,520.0
419,3-20-24-dublin-road-ringwood-east-vic-3135-16112504,Avoca Primary School,2135.77,273.04,3135,425.0
420,505-79-river-street-south-yarra-vic-3141-16108010,Avoca Primary School,146.63,25.67,3141,470.0
421,1205-77-river-street-south-yarra-vic-3141-14520896,Avoca Primary School,81.54,13.59,3141,540.0
422,3-1-alexandra-avenue-south-yarra-vic-3141-16103763,Alberton Primary School,413.9,59.49,3141,875.0
423,1101-77-river-street-south-yarra-vic-3141-15537769,Avoca Primary School,81.54,13.59,3141,540.0
424,4-peter-st-south-yarra-vic-3141-16111285,Alberton Primary School,406.83,49.63,3141,1150.0
425,4-35-marne-street-south-yarra-vic-3141-16103633,Avoca Primary School,571.06,86.8,3141,700.0
426,2-64-park-street-south-yarra-vic-3141-16093045,Avoca Primary School,691.36,106.47,3141,690.0
427,504-649-chapel-street-south-yarra-vic-3141-16097235,Avoca Primary School,59.75,10.23,3141,650.0
428,510-77-river-street-south-yarra-vic-3141-16093296,Avoca Primary School,81.54,13.59,3141,395.0
429,4-26-davis-avenue-south-yarra-vic-3141-16111137,Alberton Primary School,531.02,84.57,3141,375.0
430,2-1-alexandra-avenue-south-yarra-vic-3141-16106940,Alberton Primary School,413.9,59.49,3141,950.0
431,21-palermo-street-south-yarra-vic-3141-16099286,Allansford and District Primary School,509.17,82.45,3141,450.0
432,62-hawksburn-road-south-yarra-vic-3141-16109344,Avoca Primary School,799.05,117.62,3141,1200.0
433,unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,Avoca Primary School,988.67,127.82,3141,580.0
434,unit-901-50-claremont-st-south-yarra-vic-3141-16098894,Avoca Primary School,988.67,127.82,3141,365.0
435,1008-2-claremont-street-south-yarra-vic-3141-14225672,Avoca Primary School,746.13,90.93,3141,630.0
436,4-470-punt-road-south-yarra-vic-3141-16111404,Avoca Primary School,540.79,65.73,3141,430.0
437,106-471-malvern-road-south-yarra-vic-3141-16099095,Avenel Primary School,1050.48,127.89,3141,425.0
438,402-1-chapel-mews-south-yarra-vic-3141-16108066,Allansford and District Primary School,269.05,30.86,3141,680.0
439,2-31-howitt-street-south-yarra-vic-3141-16109026,Avoca Primary School,1175.59,161.54,3141,320.0
440,1212-35-malcolm-street-south-yarra-vic-3141-16104529,Avoca Primary School,162.26,25.21,3141,500.0
441,1311-18-claremont-street-south-yarra-vic-3141-16106506,Avoca Primary School,1126.34,152.6,3141,620.0
442,24-43-caroline-street-south-yarra-vic-3141-16105251,Avoca Primary School,405.18,65.48,3141,395.0
443,709-12-14-claremont-street-south-yarra-vic-3141-16098801,Avoca Primary School,1165.91,159.73,3141,410.0
444,1601-7-claremont-street-south-yarra-vic-3141-15452608,Avoca Primary School,1192.89,164.58,3141,630.0
445,2-116-anderson-street-south-yarra-vic-3141-16100924,Allansford and District Primary School,168.63,22.4,3141,1150.0
446,9-21-rockley-road-south-yarra-vic-3141-16109121,Avoca Primary School,726.42,104.61,3141,400.0
447,22-399-toorak-rd-south-yarra-vic-3141-16103168,Avoca Primary School,837.53,104.89,3141,900.0
448,203-5-7-wilson-street-south-yarra-vic-3141-15197334,Alberton Primary School,827.98,86.17,3141,450.0
449,1215-7-claremont-street-south-yarra-vic-3141-16108496,Avoca Primary School,1192.89,164.58,3141,550.0
450,1305-45-claremont-street-south-yarra-vic-3141-16097070,Avoca Primary School,954.56,124.58,3141,430.0
451,5-90-toorak-road-west-south-yarra-vic-3141-16096683,Avoca Primary School,629.95,71.29,3141,360.0
452,16-174-toorak-road-west-south-yarra-vic-3141-16097614,Avoca Primary School,246.86,37.41,3141,350.0
453,1-16-18-millswyn-street-south-yarra-vic-3141-16104898,Warrandyte Primary School,672.01,90.75,3141,475.0
454,2-55-avoca-street-south-yarra-vic-3141-16103349,Avenel Primary School,671.7,104.2,3141,630.0
455,14-acland-street-south-yarra-vic-3141-16100335,Avoca Primary School,327.93,46.71,3141,1400.0
456,1-16-darling-street-south-yarra-vic-3141-16100628,Avenel Primary School,764.59,89.64,3141,410.0
457,7-2a-burnie-street-toorak-vic-3142-16108212,Alberton Primary School,2104.84,280.79,3142,400.0
458,1-791-malvern-road-toorak-vic-3142-16098134,Allansford and District Primary School,561.42,54.32,3142,475.0
459,2-424-toorak-road-toorak-vic-3142-16103422,Alberton Primary School,1381.24,133.18,3142,550.0
460,2-12-chastleton-avenue-toorak-vic-3142-16111165,Alberton Primary School,1363.75,226.46,3142,460.0
461,5-256-williams-road-toorak-vic-3142-16098967,Avenel Primary School,1129.63,128.92,3142,435.0
462,685-orrong-rd-toorak-vic-3142-16111493,Allansford and District Primary School,687.1,57.65,3142,1800.0
463,7-burnie-street-toorak-vic-3142-16105562,Alberton Primary School,2167.05,295.72,3142,865.0
464,21-425-toorak-road-toorak-vic-3142-16113469,Avoca Primary School,1334.26,181.84,3142,600.0
465,4-24-lascelles-avenue-toorak-vic-3142-16111381,Alberton Primary School,1261.2,120.53,3142,875.0
466,17a-clendon-road-toorak-vic-3142-16105569,Warrandyte Primary School,199.16,33.74,3142,1370.0
467,66-albany-road-toorak-vic-3142-16109249,Avoca Primary School,774.85,138.25,3142,770.0
468,11-mell-street-toorak-vic-3142-16096375,Allansford and District Primary School,1045.35,161.9,3142,950.0
469,3-20-tintern-avenue-toorak-vic-3142-16096159,Avoca Primary School,1178.72,161.44,3142,690.0
470,24-723-orrong-road-toorak-vic-3142-16109865,Alberton Primary School,1167.87,107.92,3142,670.0
471,4-mandeville-crescent-toorak-vic-3142-16099272,Avenel Primary School,67.31,15.03,3142,840.0
472,13-7-sutherland-road-armadale-vic-3143-16113177,Avenel Primary School,895.93,120.8,3143,430.0
473,1-25-rose-street-armadale-vic-3143-10042843,Alberton Primary School,310.83,74.59,3143,560.0
474,102-8a-evergreen-mews-armadale-vic-3143-16098928,Avoca Primary School,511.22,74.04,3143,800.0
475,49-northcote-road-armadale-vic-3143-16097996,Alberton Primary School,197.51,47.4,3143,950.0
476,74-sutherland-road-armadale-vic-3143-16092668,Avoca Primary School,1059.44,137.44,3143,1500.0
477,9-62-wattletree-road-armadale-vic-3143-16091210,Avoca Primary School,1280.43,200.33,3143,650.0
478,6-507-dandenong-road-armadale-vic-3143-16098888,Alberton Primary School,1725.97,131.74,3143,550.0
479,7-1-duncraig-avenue-armadale-vic-3143-16107324,Warrandyte Primary School,965.14,170.56,3143,410.0
480,303-960-high-street-armadale-vic-3143-16100725,Alberton Primary School,715.45,78.32,3143,850.0
481,16-2-armadale-street-armadale-vic-3143-16092266,Avenel Primary School,1034.92,132.96,3143,350.0
482,17-29-kooyong-road-armadale-vic-3143-16109622,Alberton Primary School,1256.29,126.01,3143,300.0
483,8-18-mercer-road-armadale-vic-3143-16098674,Avenel Primary School,788.06,120.01,3143,530.0
484,19-60-wattletree-road-armadale-vic-3143-16109919,Alberton Primary School,1442.9,145.36,3143,825.0
485,604-8c-evergreen-mews-armadale-vic-3143-15223873,Avoca Primary School,511.22,74.04,3143,690.0
486,9-164-wattletree-road-malvern-vic-3144-16100352,Warrandyte Primary School,891.14,148.79,3144,310.0
487,1e-wilmot-street-malvern-vic-3144-16095645,Avenel Primary School,1253.06,112.61,3144,700.0
488,g03-1271-1273-high-street-malvern-vic-3144-16109656,Avoca Primary School,117.92,12.13,3144,800.0
489,7-36-johnstone-street-malvern-vic-3144-16104691,Alberton Primary School,817.13,91.78,3144,350.0
490,6-164-wattletree-road-malvern-vic-3144-16100356,Warrandyte Primary School,891.14,148.79,3144,285.0
491,2-445-glenferrie-road-malvern-vic-3144-16109767,Alberton Primary School,1452.84,122.24,3144,800.0
492,10-1231-malvern-road-malvern-vic-3144-16097026,Alberton Primary School,492.42,109.91,3144,575.0
493,8-260-wattletree-road-malvern-vic-3144-16098780,Allansford and District Primary School,868.58,69.44,3144,375.0
494,314-14-elizabeth-street-malvern-vic-3144-16110243,Alberton Primary School,1010.42,169.38,3144,650.0
495,305-1200-high-street-malvern-vic-3144-15192944,Avenel Primary School,577.44,76.05,3144,450.0
496,22-ethel-street-malvern-vic-3144-16099895,Alberton Primary School,1140.47,205.4,3144,1600.0
497,10-2-4-baker-street-malvern-east-vic-3145-16103677,Avenel Primary School,556.14,47.7,3145,450.0
498,211-2a-clarence-street-malvern-east-vic-3145-16106072,Alberton Primary School,623.74,69.79,3145,350.0
499,5-23-camira-street-malvern-east-vic-3145-15363345,Alberton Primary School,989.4,125.65,3145,300.0
500,27-pepperell-lane-malvern-east-vic-3145-16109184,Avoca Primary School,161.5,16.24,3145,780.0
501,1855-malvern-road-malvern-east-vic-3145-16103632,Avoca Primary School,813.82,128.93,3145,1700.0
502,726-warrigal-road-malvern-east-vic-3145-16092294,Allansford and District Primary School,1131.82,152.64,3145,710.0
503,402-2a-clarence-street-malvern-east-vic-3145-16095778,Alberton Primary School,623.74,69.79,3145,350.0
504,101-1443-dandenong-road-malvern-east-vic-3145-16113756,Alberton Primary School,384.15,57.7,3145,495.0
505,31-moama-road-malvern-east-vic-3145-16092594,Avoca Primary School,612.78,90.94,3145,995.0
506,2-4-prior-rd-malvern-east-vic-3145-16096071,Alberton Primary School,782.22,100.56,3145,620.0
507,3-60-serrell-st-malvern-east-vic-3145-16107329,Avenel Primary School,764.04,101.94,3145,630.0
508,15-2a-bates-street-malvern-east-vic-3145-16108936,Avoca Primary School,1070.47,161.21,3145,275.0
509,4-5-winton-road-malvern-east-vic-3145-16103745,Allansford and District Primary School,703.89,93.82,3145,520.0
510,6-1403-dandenong-road-malvern-east-vic-3145-16094655,Alberton Primary School,689.43,85.74,3145,350.0
511,10-798-warrigal-road-malvern-east-vic-3145-16103154,Alberton Primary School,803.47,99.61,3145,360.0
512,62-queens-avenue-caulfield-east-vic-3145-16104907,Allansford and District Primary School,970.17,93.24,3145,495.0
513,2-413a-waverley-road-malvern-east-vic-3145-16112451,Avoca Primary School,844.58,86.86,3145,410.0
514,12-abbotsford-avenue-malvern-east-vic-3145-16092573,Allansford and District Primary School,25.91,4.66,3145,895.0
515,12-786-warrigal-road-malvern-east-vic-3145-16105663,Alberton Primary School,702.56,91.54,3145,360.0
516,27-clynden-avenue-malvern-east-vic-3145-16105966,Warrandyte Primary School,846.37,82.17,3145,420.0
517,4-65-paxton-street-malvern-east-vic-3145-16108869,Warrandyte Primary School,804.84,72.98,3145,420.0
518,10-299-burke-road-glen-iris-vic-3146-16103519,Avoca Primary School,618.51,95.92,3146,310.0
519,28-somerset-road-glen-iris-vic-3146-16108831,Allansford and District Primary School,1211.55,169.99,3146,480.0
520,17-watson-street-glen-iris-vic-3146-16104587,Alberton Primary School,1393.81,120.21,3146,550.0
521,5-68-edgar-street-north-glen-iris-vic-3146-16105927,Allansford and District Primary School,1305.14,203.35,3146,400.0
522,4-16-wills-street-glen-iris-vic-3146-16111457,Avenel Primary School,870.49,130.02,3146,550.0
523,385-burke-road-glen-iris-vic-3146-16096642,Avoca Primary School,977.05,141.96,3146,600.0
524,144-high-st-glen-iris-vic-3146-16092883,Avoca Primary School,673.72,76.67,3146,670.0
525,4-1458-high-street-glen-iris-vic-3146-16103489,Alberton Primary School,954.59,139.65,3146,1550.0
526,15-4-wills-street-glen-iris-vic-3146-16098084,Avenel Primary School,965.9,147.2,3146,380.0
527,4-17-hope-street-glen-iris-vic-3146-16110227,Avoca Primary School,314.21,35.67,3146,450.0
528,2-26-may-park-avenue-ashwood-vic-3147-16112429,Avoca Primary School,831.76,119.7,3147,630.0
529,102-4-yertchuk-avenue-ashwood-vic-3147-16095641,Allansford and District Primary School,140.31,33.67,3147,495.0
