rent_address,school_name,min_distance,min_duration
13-neptune-street-st-kilda-vic-3182-16108169,Alberton Primary School,810.3,130.54
88-surrey-road-blackburn-north-vic-3130-16112949,Allansford and District Primary School,710.88,88.98
13-trenerry-crescent-abbotsford-vic-3067-14338216,Avoca Primary School,680.66,106.12
4-44-clarence-street-elsternwick-vic-3185-16110408,Warrandyte Primary School,1264.27,147.38
8-36-blessington-street-st-kilda-vic-3182-16110703,Allansford and District Primary School,460.86,110.6
station-street-caulfield-north-vic-3161-16094214,Allansford and District Primary School,711.78,66.38
24-723-orrong-road-toorak-vic-3142-16109865,Alberton Primary School,1167.87,107.92
1108-2-joseph-road-footscray-vic-3011-16113701,Allansford and District Primary School,610.37,82.72
722-627-victoria-street-abbotsford-vic-3067-16102907,Avoca Primary School,751.19,104.17
3-10-adelaide-street-murrumbeena-vic-3163-16109631,Alberton Primary School,277.4,53.91
5-8-10-turakina-avenue-edithvale-vic-3196-16104021,Alberton Primary School,651.93,100.54
22-ethel-street-malvern-vic-3144-16099895,Alberton Primary School,1140.47,205.4
2b-parker-st-brighton-east-vic-3187-16091552,Allansford and District Primary School,171.03,15.86
31-moama-road-malvern-east-vic-3145-16092594,Avoca Primary School,612.78,90.94
13a-laity-street-richmond-vic-3121-16099660,Alberton Primary School,709.87,109.56
10-2-4-baker-street-malvern-east-vic-3145-16103677,Avenel Primary School,556.14,47.7
56-28-southgate-avenue-southbank-vic-3006-16107621,Alberton Primary School,1485.66,238.74
78-wattle-valley-rd-canterbury-vic-3126-16109321,Alberton Primary School,314.77,34.34
130-stanley-road-keysborough-vic-3173-16093594,Alberton Primary School,1333.37,158.94
10-26-warleigh-grove-brighton-vic-3186-16111350,Avenel Primary School,905.36,163.07
94-lennox-street-richmond-vic-3121-16113257,Allansford and District Primary School,101.88,10.48
104-77-riversdale-road-hawthorn-vic-3122-16100086,Avoca Primary School,371.73,26.76
2-81-abinger-street-richmond-vic-3121-16099075,Warrandyte Primary School,503.85,86.96
12-786-warrigal-road-malvern-east-vic-3145-16105663,Alberton Primary School,702.56,91.54
5-45-grenville-street-hampton-vic-3188-16094685,Alberton Primary School,310.34,41.57
11-shamrock-street-richmond-vic-3121-16091440,Alberton Primary School,303.38,72.81
11g-21-northumberland-street-collingwood-vic-3066-16110786,Avenel Primary School,266.88,55.45
54-athelstan-road-camberwell-vic-3124-16104500,Alberton Primary School,587.53,87.54
40-berry-avenue-edithvale-vic-3196-16105305,Alberton Primary School,1140.82,143.41
3-56-smith-street-south-melbourne-vic-3205-16105162,Belmont Primary School,402.53,96.6
43-cochrane-avenue-camberwell-vic-3124-16109593,Allansford and District Primary School,1186.16,107.26
101-392-lygon-street-brunswick-east-vic-3057-16095591,Alberton Primary School,823.08,105.48
201-43-zetland-road-mont-albert-vic-3127-16092749,Alberton Primary School,1299.6,165.02
1-16-18-millswyn-street-south-yarra-vic-3141-16104898,Warrandyte Primary School,672.01,90.75
56-davanzo-avenue-clarinda-vic-3169-16092173,Alberton Primary School,1837.21,286.2
12-39-heller-street-brunswick-west-vic-3055-16112167,Avoca Primary School,786.75,74.2
1207-39-park-street-south-melbourne-vic-3205-16093617,Avoca Primary School,758.24,135.52
10-303-305-huntingdale-road-chadstone-vic-3148-16099550,Allansford and District Primary School,1235.68,167.75
2-67-moonya-rd-carnegie-vic-3163-16098026,Allansford and District Primary School,784.77,85.88
2-44-robe-street-st-kilda-vic-3182-16100042,Allansford and District Primary School,752.8,114.53
9-oakley-street-mount-dandenong-vic-3767-16111799,Alberton Primary School,1366.3,247.11
3-91-livingstone-street-ivanhoe-vic-3079-16097930,Warrandyte Primary School,785.75,80.54
304-11-reid-street-fitzroy-north-vic-3068-16098276,Allansford and District Primary School,629.77,110.31
6-20-gerald-st-murrumbeena-vic-3163-16097327,Allansford and District Primary School,1606.01,201.15
7-51-55-goldsmith-street-elwood-vic-3184-16104905,Avoca Primary School,357.77,69.45
7-36-johnstone-street-malvern-vic-3144-16104691,Alberton Primary School,817.13,91.78
602-71-inkerman-st-st-kilda-east-vic-3183-16091456,Bacchus Marsh Primary School,285.5,44.44
